# num asns 1125
# squat_asn squat_dod_ip
45102 11.53.144.50
5432 22.107.152.149
62044 7.110.128.2
9299 11.147.0.1
4837 11.22.97.57
2611 22.106.113.53
55410 11.11.10.0
136078 11.4.90.0
3356 7.0.0.1
7922 11.11.66.1
45758 11.0.100.1
701 11.20.42.1
3462 11.54.0.3
5432 22.107.1.0
328125 11.0.0.1
5432 22.106.63.0
4808 11.94.132.127
38067 11.104.0.1
13119 11.11.223.9
37963 11.228.249.0
262199 11.11.11.17
812 7.11.166.149
45102 11.96.216.141
20115 22.62.254.0
56048 11.206.160.0
812 7.11.171.81
812 7.11.167.157
5432 22.106.7.49
5432 22.107.102.237
209 11.13.0.1
43905 11.11.11.1
265540 11.13.134.2
812 7.11.167.133
14080 11.34.0.1
268942 11.1.4.0
18046 11.206.0.0
8003 11.90.0.0
19108 7.14.21.28
7713 11.11.254.254
28156 22.22.5.0
37963 11.220.31.138
27747 7.7.7.7
58466 11.88.64.0
21412 11.1.1.1
8075 22.22.22.0
45102 11.52.236.41
5432 22.106.37.229
4808 11.22.97.61
37680 11.0.0.1
5432 22.107.181.50
28716 11.64.0.0
33588 11.104.94.209
6939 11.11.10.0
3215 11.11.11.197
268899 11.0.7.241
131232 11.160.1.2
269139 11.0.2.0
7713 22.1.2.0
27951 11.0.0.0
5432 22.107.200.0
5432 22.107.230.245
52468 11.1.2.0
23089 11.104.10.193
812 7.11.167.65
22460 7.19.18.2
45102 11.52.240.113
14115 22.246.207.3
812 7.11.166.157
17638 11.1.1.1
5432 22.107.156.0
5432 22.107.91.0
812 7.11.165.233
24445 11.10.240.0
13489 11.11.0.0
23088 22.11.2.1
45410 11.0.16.0
55944 11.166.15.254
7298 11.0.0.22
207492 11.50.0.0
136907 11.90.32.34
5432 22.107.150.237
4808 11.172.254.1
14115 22.154.160.0
210162 11.11.11.11
7713 11.21.31.1
4847 11.52.236.105
58466 11.88.192.27
2119 11.11.50.0
31126 11.0.0.1
812 11.10.10.1
5432 22.107.99.77
45102 11.52.252.45
262186 11.16.4.1
8075 22.15.66.1
5432 22.106.98.0
9808 11.22.30.0
1221 11.168.11.1
134674 11.11.11.11
812 7.11.166.25
8151 11.121.5.254
37963 11.204.180.162
812 7.11.166.169
812 7.11.168.93
56048 11.2.254.253
8003 11.50.123.0
5432 22.107.152.81
3302 11.1.248.0
134542 11.205.80.1
18734 11.254.23.252
3302 11.1.164.0
24560 11.11.11.11
803 11.11.10.254
36997 22.68.30.26
12252 11.11.11.0
4134 11.168.1.1
17885 11.11.11.1
45102 11.16.2.150
134810 11.11.57.1
1221 22.151.97.12
35549 11.0.0.60
138089 22.22.8.1
9443 11.0.0.168
37963 11.208.177.154
262186 11.11.11.1
812 7.11.165.101
8075 22.34.120.1
37963 11.185.75.0
3302 11.1.110.0
139428 11.0.0.0
11014 11.11.11.1
17670 11.11.11.1
6866 7.7.7.1
812 7.11.166.201
1136 7.7.7.8
3209 11.1.1.1
140174 11.11.10.1
7642 11.166.15.254
812 7.11.170.125
5432 22.106.39.129
131090 11.13.14.1
58821 11.11.11.1
45102 11.16.250.126
3352 7.0.255.4
28878 11.227.2.0
19443 7.175.188.129
812 7.11.166.177
33588 22.57.160.1
63222 11.1.11.1
11426 7.0.0.254
62044 11.1.1.1
7922 11.104.21.33
5432 22.107.0.0
45102 11.52.236.69
60829 11.11.1.1
18403 11.0.0.1
45102 11.52.236.85
4837 11.131.192.1
9121 22.0.0.0
6147 11.10.0.1
5432 22.107.94.0
8220 11.100.0.2
4808 11.143.5.0
1239 11.244.7.252
47377 22.107.91.13
5432 22.106.46.0
58966 11.22.87.1
267853 11.0.0.1
37358 11.0.0.1
6799 11.0.2.1
9341 11.12.13.0
17816 11.205.64.0
25180 11.1.1.1
28598 11.0.3.0
58821 22.22.22.0
45458 11.29.44.1
30873 7.7.7.1
20115 22.24.107.1
5713 11.2.160.1
62802 11.56.240.94
701 11.66.20.1
38320 11.11.11.1
701 11.66.8.2
812 7.11.160.0
1213 22.14.0.150
20115 22.52.28.1
5410 11.60.1.99
140144 7.8.8.1
37963 11.217.0.0
4134 11.35.97.0
43939 11.11.1.1
28165 11.200.0.1
5432 22.106.81.165
8473 11.150.10.1
5588 11.11.11.1
20115 22.19.165.1
37963 11.217.0.26
55990 11.94.132.32
812 7.11.166.61
812 7.11.165.245
3549 11.3.50.0
64018 11.11.11.11
8468 11.6.88.1
55990 11.94.132.177
5432 22.107.15.25
33363 11.25.135.1
6848 22.107.221.0
21724 11.48.0.0
28548 7.224.183.126
61135 11.1.0.0
7922 11.5.231.33
9829 11.1.7.1
33915 11.0.0.1
139418 11.11.11.254
812 7.11.166.0
1239 11.244.39.253
4755 11.0.0.3
45305 11.112.100.0
5432 22.107.251.0
4808 11.11.11.1
8003 11.11.26.0
16229 11.0.0.254
16509 11.80.0.161
17816 11.226.32.0
3215 11.1.31.246
812 7.11.165.93
12874 11.23.58.13
45102 11.221.217.13
7922 11.11.11.1
20115 22.40.200.0
8003 11.13.0.0
6821 11.168.169.0
4808 11.94.132.28
9506 11.13.17.1
37963 11.51.100.0
12741 11.12.13.1
62802 11.48.240.94
10620 11.11.11.1
45102 11.207.214.121
30844 11.11.11.0
812 7.11.168.69
7922 11.104.65.97
11814 11.102.50.1
23966 11.104.222.2
3356 11.11.0.120
140174 11.11.50.0
5432 22.107.202.189
17816 11.183.152.0
11845 7.30.0.1
12271 11.56.149.251
53813 7.42.124.1
5432 22.106.61.157
17816 11.191.64.0
6147 11.11.64.1
8151 11.11.11.254
37963 11.246.117.0
5432 22.106.13.169
16735 11.1.1.0
8075 22.107.162.37
3352 11.0.20.30
4134 11.131.180.246
9808 11.22.97.59
2856 11.0.0.82
5432 22.106.82.0
5432 22.106.10.21
9808 11.153.48.1
5432 22.106.104.221
137329 11.11.1.62
4134 11.52.236.0
3356 7.1.24.65
812 7.11.167.249
5432 22.107.79.33
2856 11.1.3.1
5432 22.107.206.0
37963 11.217.38.0
25513 11.11.11.1
20115 22.19.173.1
5432 22.107.161.197
11845 7.4.161.240
7922 7.172.96.129
45102 11.53.144.97
33363 11.15.1.1
6327 11.1.3.1
9829 11.115.51.1
33588 22.0.192.0
3356 7.1.22.193
9299 11.8.54.0
17451 11.16.75.1
7922 7.180.44.129
21724 11.28.8.13
7922 11.104.101.129
5432 22.107.65.93
52468 11.0.1.0
812 7.11.168.169
5432 22.106.3.221
812 7.11.167.189
9808 7.7.8.201
9341 11.11.10.1
4134 22.0.0.1
5432 22.106.45.41
26048 11.10.4.1
45629 11.11.11.1
5432 22.107.6.37
20676 11.40.10.254
7922 11.11.1.1
22884 11.44.1.0
8400 11.11.77.0
5432 22.107.217.157
56043 11.25.116.2
8708 7.7.7.1
267308 11.11.0.0
4808 11.94.132.0
7018 11.11.0.90
37150 11.0.0.2
28878 11.225.1.2
58966 11.22.83.1
34984 11.0.0.1
56043 11.242.80.0
3549 11.12.216.17
3549 11.0.0.1
17816 11.218.32.0
812 7.11.168.237
136907 11.22.30.0
34762 22.106.108.0
27843 22.22.22.1
45433 11.1.12.2
12576 11.11.11.11
45102 11.52.236.49
5432 22.107.5.0
5410 22.107.150.206
6471 11.11.11.0
13649 11.1.1.9
10429 11.10.0.2
37693 11.11.11.1
9808 11.99.1.1
26617 11.0.100.0
5432 22.106.33.17
39010 11.11.11.0
43670 11.11.11.1
9121 22.22.0.1
263230 11.11.11.1
5650 11.104.83.137
21054 11.15.24.2
23949 11.11.11.0
5432 22.106.56.225
203568 11.185.60.65
5432 22.107.135.33
7303 11.11.11.0
18403 22.13.2.1
3356 11.173.139.145
8075 22.20.157.1
37963 11.217.226.0
132021 11.26.0.1
37963 11.51.32.0
8003 11.26.0.0
812 7.11.167.237
55501 11.11.11.0
20115 22.40.18.1
5432 22.106.101.0
7018 11.10.10.254
58466 11.245.80.29
5432 22.106.48.5
22616 22.19.173.1
6128 7.12.4.100
45102 11.221.218.9
5384 11.0.0.4
812 7.11.167.137
45102 11.96.220.0
5432 22.107.3.25
20676 11.10.92.254
3549 11.0.53.0
5432 22.106.25.9
5650 11.0.0.1
36534 22.20.0.2
15247 11.28.5.61
16906 11.0.2.150
45102 11.53.148.26
2828 11.100.0.3
56300 11.10.10.1
57743 7.37.100.0
5432 22.106.14.109
62802 11.56.149.251
812 7.11.170.197
8151 11.0.11.0
6939 11.18.18.0
18229 11.11.201.1
5432 22.107.235.209
41032 11.11.0.1
7922 11.104.127.89
37963 11.223.4.2
5432 22.107.188.0
3356 11.10.16.2
5432 22.106.9.129
3302 11.1.72.1
8075 22.106.18.65
22884 11.11.11.2
15704 11.212.0.1
5432 22.107.166.0
18001 11.10.8.1
268899 11.0.3.0
56046 11.100.21.0
812 7.11.167.225
31655 11.11.0.1
4808 11.94.4.15
812 7.11.170.69
131111 11.1.1.254
38235 22.235.192.1
12479 11.110.21.0
59365 11.11.5.1
812 7.11.165.121
17310 11.0.0.11
6503 22.0.0.2
22884 7.7.7.1
140424 11.11.32.1
11845 7.4.161.2
62802 11.56.240.90
22616 7.244.4.2
5432 22.106.111.141
14279 11.17.58.1
206814 11.10.11.1
327983 11.0.0.254
37963 11.218.131.169
701 11.44.88.1
201211 11.11.11.1
812 11.24.80.1
5432 22.106.16.89
55699 11.11.11.1
37963 11.218.131.242
3257 11.100.0.2
137689 7.7.5.206
37963 11.223.224.0
14115 22.246.207.4
812 7.11.167.161
58466 11.88.64.115
206841 22.106.64.0
139972 11.100.1.1
6128 11.56.149.252
45102 11.52.252.93
45916 11.80.40.0
56048 11.33.227.0
45102 11.53.213.0
22284 22.55.96.1
26615 11.0.0.1
6848 22.106.123.90
5432 22.107.238.0
30844 11.99.17.0
4808 11.220.137.101
3302 11.1.28.0
8048 11.0.0.0
812 7.11.167.221
60426 11.0.0.1
812 7.11.165.197
5432 22.106.103.0
5432 22.107.184.45
3257 7.37.54.1
135480 11.0.0.1
41872 11.0.0.1
7018 11.104.118.1
5432 22.107.124.233
5432 22.106.117.213
132637 11.11.11.0
7590 11.101.11.241
812 7.11.165.161
45102 11.48.180.0
4181 11.0.0.1
18539 22.4.6.2
4847 11.0.0.0
45102 11.52.252.69
13977 7.2.83.217
20115 22.21.149.0
51964 11.105.220.0
16637 22.248.161.135
812 7.11.169.169
577 7.11.165.149
328676 11.11.11.0
262492 11.10.255.255
62044 7.77.0.2
1221 11.40.131.1
15802 11.168.1.1
4809 11.11.0.1
8003 7.7.7.0
12975 7.7.7.1
43160 11.11.6.1
11492 11.104.211.161
8075 22.28.144.1
5432 22.106.59.61
34984 11.11.11.0
5713 11.2.15.1
6871 11.26.103.1
812 7.11.166.73
812 7.11.165.217
812 7.11.168.165
6848 22.107.133.118
58966 11.31.15.1
4800 22.22.22.0
23655 11.64.4.9
6799 11.0.3.0
9299 11.0.255.0
208341 11.11.25.0
4808 11.94.4.32
55990 11.240.188.2
5432 22.106.22.101
22724 11.11.17.1
37963 11.97.24.0
5432 22.107.102.233
8075 22.107.197.66
812 7.11.170.5
45102 11.221.218.0
36974 11.225.11.1
33588 22.6.212.1
16637 11.5.50.160
21574 11.130.0.10
812 7.11.166.221
3549 11.11.11.2
22724 11.11.2.0
9269 22.11.11.100
4134 11.1.3.1
37963 11.204.35.0
55990 11.79.96.4
28165 11.150.0.1
9299 11.11.20.220
55990 11.88.64.109
17762 22.22.36.174
25771 11.49.242.1
6147 11.11.11.4
3816 11.0.0.1
45102 11.206.51.185
5432 22.107.135.0
3352 11.40.93.30
9299 11.11.10.195
8151 7.32.190.19
7497 11.11.11.1
46616 11.0.0.1
6128 11.11.11.239
140732 11.22.11.0
135722 11.11.50.129
9873 22.22.22.254
12066 11.0.0.1
8003 11.200.170.0
4134 11.3.98.254
37963 11.222.252.2
396982 7.7.7.1
20115 11.104.94.217
7018 11.20.1.254
3292 11.11.11.1
37963 11.223.8.0
22773 11.12.13.14
55990 11.94.132.15
138886 11.11.11.0
45899 11.1.1.0
9299 11.11.63.254
4837 11.24.254.254
812 7.11.168.125
55410 11.11.10.1
45102 11.207.72.0
3549 11.1.3.141
3302 11.1.112.0
9498 22.22.22.1
4134 11.11.1.0
23487 11.11.11.2
45758 11.1.1.1
5650 11.104.32.25
7018 11.30.6.1
198397 11.12.12.1
136199 11.12.19.254
10620 11.10.10.1
20115 22.60.82.0
8764 11.40.148.254
11845 11.1.1.1
140025 11.10.10.0
812 7.11.166.237
22773 11.7.21.1
37963 11.57.13.25
268541 11.1.15.139
6848 22.107.121.50
56046 11.100.1.0
3356 7.0.16.50
3741 22.154.130.251
262420 11.0.0.3
51964 11.105.204.2
4750 7.1.1.3
9121 7.32.32.254
28878 11.225.1.0
28878 11.227.2.212
9498 11.67.116.1
37963 11.223.4.0
22616 7.32.151.1
4808 11.94.132.100
4538 11.9.9.1
16592 11.0.2.150
58966 11.80.54.1
4134 11.11.11.254
4808 11.94.4.139
55990 11.76.96.151
17816 11.217.38.222
701 11.104.92.145
37963 11.73.3.0
5650 11.235.54.250
12301 11.10.18.0
30844 22.22.22.1
37963 11.53.8.0
5432 22.107.149.0
4837 11.100.1.25
6400 11.11.0.1
3257 7.45.0.49
9299 11.120.2.1
5416 11.140.0.53
37963 11.218.131.0
55990 11.76.96.155
9988 11.11.11.1
133989 11.67.116.1
4134 11.11.11.9
62802 11.120.240.205
3132 11.0.0.1
12874 7.7.100.250
137699 11.250.0.0
37963 11.220.137.54
197897 11.11.11.1
62802 11.56.1.245
28186 11.11.8.0
812 7.11.165.145
4761 7.7.7.1
9121 7.7.5.6
18206 11.64.104.0
4134 11.131.180.242
16591 11.168.1.1
59185 11.77.77.1
4134 11.146.200.49
135449 11.11.11.0
45102 11.16.250.82
395465 11.187.62.205
4837 11.52.252.0
46375 11.11.4.1
139227 11.11.5.1
37963 11.222.252.249
4837 11.109.216.0
14117 11.1.9.0
5432 22.107.8.105
812 7.11.167.0
4134 22.0.0.2
812 7.11.166.101
8151 11.11.11.0
4812 11.147.80.0
812 7.11.169.185
5432 22.106.9.49
3209 11.13.15.1
3356 7.1.12.161
812 7.11.170.237
5432 22.106.11.0
26579 11.1.1.2
42575 11.0.0.2
45102 11.207.214.81
16284 11.0.0.2
21724 11.9.16.2
45102 11.217.0.2
5432 22.106.111.0
45102 11.52.231.25
5432 22.107.104.0
35819 11.11.0.10
812 7.11.167.29
7922 11.66.31.19
140144 7.8.9.1
7922 11.22.33.10
5432 22.106.49.193
8003 11.61.0.0
51964 7.7.7.1
5432 22.107.0.113
7922 11.11.10.1
3302 11.1.194.1
812 7.11.169.113
41709 11.0.1.1
56048 11.33.213.2
7642 11.11.11.1
1267 11.1.234.0
16509 11.0.1.1
4538 11.11.11.0
17816 11.204.128.0
18747 11.11.11.0
136907 11.22.80.141
3549 11.176.32.0
3573 7.249.4.2
8151 11.1.1.254
45102 11.16.2.0
5432 22.107.198.221
7922 7.81.83.1
27947 11.2.2.1
7922 11.104.216.121
5432 22.106.16.105
36937 11.4.70.254
1221 22.230.90.1
5432 22.107.188.45
45102 11.56.8.57
4134 11.1.2.0
58466 11.246.80.0
5432 22.107.173.93
52468 11.1.1.1
812 7.11.165.125
1221 11.241.0.138
52468 11.1.2.1
6939 11.11.11.1
24445 11.6.102.193
132453 11.127.255.1
8452 11.11.8.1
7922 11.104.206.201
15247 11.34.0.109
4134 22.7.0.0
812 7.11.167.149
37963 11.223.161.0
7922 7.168.186.129
12513 11.22.33.13
27882 11.0.0.1
7713 11.11.0.0
4837 11.11.0.0
136907 11.53.104.0
12083 11.1.1.1
6939 11.12.13.0
8003 11.56.107.0
28226 11.43.42.0
5384 11.11.11.0
58495 11.11.11.0
6848 22.107.255.0
15557 11.107.1.254
28716 11.64.0.1
8399 11.6.1.254
134852 22.22.22.0
20115 22.63.0.1
28118 11.0.0.1
701 11.1.0.1
8075 22.15.36.1
5432 22.106.101.69
3549 7.0.0.1
6830 11.1.4.1
48638 22.107.64.217
5432 22.106.47.29
5432 22.107.163.209
45102 11.207.166.110
24028 11.11.11.0
45102 11.20.111.90
58966 11.22.12.1
59164 11.11.11.1
2116 11.11.104.1
37963 11.223.0.0
12714 7.7.7.7
37963 11.218.122.0
5432 22.107.99.0
202699 11.12.13.25
4812 22.107.213.46
5432 22.106.13.0
33588 22.7.240.0
22724 11.11.11.2
8781 7.7.7.1
55430 11.207.18.33
5432 22.107.160.65
5713 7.2.36.195
4837 11.1.4.0
4134 11.40.22.0
15776 22.107.235.98
4538 11.11.11.1
266621 11.0.0.179
6939 7.7.7.1
50710 11.11.11.10
7922 11.10.9.1
45102 11.52.240.2
6057 11.0.250.150
5432 22.106.94.0
9318 11.0.4.0
45102 11.60.68.0
16623 22.7.128.20
45102 11.131.180.218
20115 22.25.192.0
20115 22.11.111.1
6147 11.162.107.26
5432 22.106.86.69
22724 11.15.0.101
136907 11.53.104.45
6400 11.0.0.1
10429 11.0.0.1
262191 11.0.12.2
22460 7.13.142.1
45582 11.11.68.0
7922 7.10.79.1
24186 11.10.10.1
22616 11.170.245.254
4808 11.143.2.0
62802 11.48.1.253
8003 11.8.66.0
9121 11.0.1.0
37963 11.219.76.125
812 7.11.168.0
7018 11.11.0.9
4812 11.10.60.1
5432 22.106.17.0
269308 11.0.0.9
37963 11.211.191.130
24757 11.0.0.1
19076 7.7.7.2
45102 11.223.4.77
8244 11.100.0.2
812 7.11.166.217
2611 22.107.209.102
812 7.11.167.201
5432 22.106.11.9
7713 11.58.185.177
6147 11.11.11.2
3462 11.5.1.1
812 7.11.166.57
45458 11.29.37.1
812 7.11.168.157
58966 11.22.62.1
58466 11.88.192.0
197897 11.11.11.0
812 7.11.168.81
812 7.11.168.177
3356 7.0.0.3
45102 11.109.216.226
45102 11.52.240.53
18403 11.0.0.0
5432 22.107.249.0
48638 22.107.98.0
4134 11.232.2.0
7018 11.0.110.1
7018 22.248.0.33
34704 11.11.2.1
20115 22.34.207.1
37963 11.222.252.101
9299 11.11.20.222
10796 11.0.0.1
55990 11.143.80.0
140174 11.11.80.1
4750 11.2.2.1
63859 11.12.0.1
21724 11.80.0.0
15704 11.212.0.0
22773 7.169.184.129
8075 22.20.170.1
7018 11.11.1.0
37963 11.219.75.46
55990 11.147.80.0
45758 11.11.11.1
812 7.11.166.133
6848 11.11.11.5
1221 22.161.72.1
9829 11.16.143.1
8003 11.1.191.0
45102 11.50.40.0
51590 11.0.0.1
2828 7.45.0.17
29170 11.0.0.0
3356 11.100.0.2
57743 7.37.125.0
4837 11.11.11.0
5432 11.11.11.1
16276 11.12.111.1
36997 22.68.80.213
136646 11.80.56.1
15962 11.12.10.1
15247 11.36.3.237
268942 11.1.0.109
8003 11.104.0.0
50551 11.11.0.100
11426 11.100.0.2
20115 7.7.7.1
812 7.11.167.153
3209 7.8.30.253
26579 11.1.1.0
5432 22.106.95.0
812 7.11.165.141
262195 11.55.12.1
22616 7.11.169.185
577 11.154.210.30
37963 11.182.220.0
262186 11.11.11.0
45102 11.16.250.122
45102 11.52.252.77
45775 22.23.22.0
8220 7.25.100.0
33915 22.107.254.109
21339 11.100.0.2
812 7.11.165.193
48161 22.13.24.1
14868 11.0.0.1
812 7.11.168.253
8003 11.63.0.0
8075 22.54.27.1
8075 11.11.11.4
4812 11.228.249.26
5432 22.107.231.1
9216 11.0.4.0
14754 11.0.34.66
45820 11.100.100.1
4134 11.48.52.130
4134 11.96.216.42
7018 11.100.0.2
37963 11.56.104.229
23969 11.0.100.1
8151 11.11.11.1
7018 7.2.2.35
7922 11.23.1.1
812 11.60.10.1
264668 11.11.4.1
22616 7.86.0.1
37963 11.217.38.238
5432 22.106.37.157
45905 7.7.7.7
9341 11.12.13.1
4134 22.36.38.1
263230 11.11.0.0
17816 11.203.128.0
37963 11.208.178.0
3549 11.0.0.33
21019 11.1.4.1
202561 11.0.0.1
12252 11.10.16.13
45102 11.48.156.0
3302 11.1.12.0
7303 11.11.89.0
5432 22.107.156.25
50710 11.44.33.0
63859 11.11.11.0
4808 11.79.96.0
20115 22.54.156.1
16623 22.10.0.2
63859 11.70.70.0
7018 7.25.65.1
812 7.11.167.101
9657 11.11.11.1
15247 11.32.1.77
8708 11.0.0.0
56478 11.10.10.1
3215 11.1.2.254
7713 22.33.44.0
5432 22.107.121.89
37963 11.223.4.113
48832 11.11.11.9
47626 11.11.0.1
20115 22.20.104.0
37963 11.220.137.0
202561 11.11.11.11
14115 22.246.211.67
136969 7.7.7.1
7922 7.178.80.129
37963 11.223.228.165
136907 11.22.30.6
12611 11.255.255.2
9808 7.7.5.205
7552 11.36.255.0
5432 22.106.0.65
5607 7.1.194.2
9931 11.166.23.254
32851 7.214.108.2
47273 11.0.0.1
136907 11.22.97.44
5432 22.106.48.0
45102 11.52.136.0
32098 11.0.0.1
702 22.107.200.37
4837 11.131.78.49
5432 22.106.23.0
32912 11.144.32.2
268942 11.1.5.0
4713 11.13.2.240
36534 22.19.128.0
202699 11.12.13.9
16509 11.11.11.0
199270 7.7.6.1
16509 7.110.128.2
24378 11.29.112.1
27947 11.0.0.1
3320 7.8.22.2
7713 22.4.0.0
5432 22.106.80.0
45102 11.60.202.0
14454 7.0.14.209
62802 11.48.240.98
7922 7.11.13.1
5432 22.106.5.33
56041 11.77.55.0
3462 11.168.1.1
34984 11.11.10.0
174 11.177.144.13
45102 11.57.15.0
135478 22.22.7.0
55990 11.94.4.111
45102 11.207.108.0
17483 11.22.33.0
8708 11.12.13.1
3257 7.46.91.5
4847 11.33.229.225
4808 11.131.180.210
7922 11.22.48.1
37611 11.11.11.1
20115 22.63.228.0
5432 22.107.114.37
27017 11.100.0.2
37963 11.141.77.0
17506 11.11.11.1
812 7.11.171.41
7303 11.11.93.0
702 22.44.0.1
13649 11.12.10.0
7713 22.1.1.1
37963 11.217.227.0
5432 22.106.26.121
136429 11.6.0.0
812 7.11.165.69
134264 11.11.0.1
37963 11.223.0.113
11014 11.58.2.1
141532 11.11.30.1
37963 11.0.50.25
37963 11.223.0.146
5432 22.107.229.245
11664 11.0.0.0
7922 7.171.150.129
27951 11.0.0.1
32277 11.1.0.1
10796 11.104.198.113
8003 11.27.2.0
262813 11.1.251.25
131111 11.11.11.254
9808 7.7.5.204
5432 22.107.187.0
45102 11.131.180.222
12735 11.0.97.0
701 11.66.31.2
45102 11.16.2.178
19429 11.0.0.0
5432 22.107.135.181
5432 22.106.4.41
137689 7.7.5.204
20115 22.34.207.0
5432 22.107.12.253
5606 7.7.7.1
55990 11.94.4.30
45102 11.89.122.82
265096 11.1.1.1
15169 7.110.128.1
5432 22.107.220.13
5432 22.106.62.0
8075 22.106.101.173
26617 11.1.5.50
12271 11.56.0.118
23243 11.11.1.0
4812 11.185.2.43
3269 11.11.11.1
4134 7.28.9.20
45905 11.11.11.1
3302 11.1.180.0
135478 11.0.0.1
2516 11.1.1.1
9808 7.7.5.201
45102 11.52.240.33
4808 11.177.65.25
6799 7.7.7.7
812 7.11.166.225
15169 11.11.11.11
7922 11.11.0.1
812 7.11.165.81
15247 11.36.12.0
18881 11.130.0.10
3786 11.1.104.0
20115 11.1.2.1
62802 11.56.0.234
52371 11.0.0.0
7713 11.252.252.2
7922 11.10.1.1
42010 11.14.255.250
7018 11.1.1.1
45102 11.52.240.77
37963 11.220.37.0
209 11.104.221.241
6848 22.107.245.221
4837 11.11.254.33
55960 7.0.0.7
37963 11.223.0.237
3356 7.48.228.253
56300 11.0.0.2
17552 11.0.100.1
13119 11.11.122.22
21724 11.80.1.65
264360 22.22.20.1
55990 11.88.64.27
56048 11.33.227.2
701 11.2.0.1
139832 11.10.0.1
134648 22.6.0.0
37963 11.211.191.146
1267 11.1.8.0
20115 22.10.107.1
23944 11.0.0.1
6128 7.170.184.129
44444 7.110.128.2
5432 22.107.160.0
17451 22.9.5.1
174 11.180.33.0
6848 22.107.170.0
50923 11.33.99.1
58966 11.22.31.1
4847 11.33.227.2
18734 11.111.22.254
812 7.11.160.193
812 7.11.166.109
803 11.104.26.105
45102 11.52.252.30
6453 11.100.0.2
56242 11.27.50.1
63981 11.194.192.1
4837 11.11.13.0
5432 22.107.91.241
701 7.183.70.129
37451 11.10.10.254
5432 22.107.112.0
23243 11.0.100.9
5432 22.107.158.98
1221 22.52.130.1
55836 11.11.32.254
4134 11.52.240.22
5432 22.106.15.0
64300 11.13.11.0
6400 22.0.0.0
26619 11.11.0.1
25019 11.60.0.1
812 7.11.165.181
3209 11.11.11.1
13999 11.11.11.1
4847 11.14.21.2
45305 11.11.11.0
56046 11.100.89.0
20115 11.104.44.129
7922 11.104.118.49
17072 7.224.172.2
27947 11.2.4.0
812 7.11.165.133
22773 11.7.5.1
265050 11.0.0.1
131090 11.0.100.1
10318 11.19.8.1
43561 11.11.11.3
58966 11.80.63.1
132637 11.11.11.11
7049 11.0.0.0
6400 11.54.54.0
4134 11.219.127.0
140469 11.5.50.0
9121 7.7.7.1
2527 11.241.240.2
40339 7.9.39.0
5432 22.107.192.0
14080 11.11.11.0
2611 22.107.7.0
25019 11.157.90.0
18046 11.208.0.1
22616 7.33.174.65
45102 11.16.2.186
4847 11.16.2.154
4134 11.131.180.250
4812 11.228.249.10
37963 11.220.159.30
134542 11.205.80.8
6830 11.104.45.241
7018 7.7.2.25
701 11.0.0.1
4618 11.11.79.205
51313 11.0.0.1
5432 22.107.121.0
812 7.11.169.5
6147 11.11.1.1
34912 11.153.60.4
7713 22.22.1.0
812 7.11.169.37
7922 11.50.0.5
1680 11.11.11.254
5384 11.0.0.6
17754 11.11.10.1
266967 11.0.0.254
4134 11.131.180.222
7018 7.22.67.1
56040 22.37.127.254
5432 22.106.122.0
3356 7.2.0.2
56041 11.11.0.0
5650 11.104.5.177
7298 11.0.0.1
7018 11.80.0.0
5432 22.107.69.0
5432 22.107.11.0
7922 7.0.0.7
28573 11.13.26.1
5432 22.107.217.0
5432 22.107.124.0
138536 11.22.33.45
4657 11.100.0.2
263725 11.23.1.1
135964 11.20.20.1
20115 22.24.35.1
3741 11.88.204.1
8003 22.22.1.0
20115 22.15.16.0
23860 7.2.9.18
5432 22.107.224.0
56041 11.2.2.0
265668 11.11.2.0
812 7.11.168.73
44671 11.100.0.2
13489 11.11.4.1
5432 22.107.185.1
5432 22.106.34.233
4812 11.56.8.0
45102 11.207.68.117
5432 22.107.148.0
7922 11.104.82.169
812 7.11.169.197
3549 11.10.10.254
5432 22.106.85.0
8003 11.13.148.0
134869 22.22.100.115
10796 7.46.212.1
10796 11.11.11.1
9304 7.6.5.1
45102 11.48.160.69
62802 11.11.57.254
4134 11.1.1.2
45102 11.52.236.113
37963 11.212.252.0
134877 11.11.14.1
45102 11.52.136.42
81 11.3.1.254
17816 11.194.192.0
134648 22.4.0.0
3302 11.1.224.0
37963 11.218.123.62
8447 11.32.0.1
7922 7.171.244.129
8003 11.42.0.0
37963 11.220.137.29
14454 7.1.17.225
22773 7.45.0.25
7303 11.11.47.0
7713 11.10.1.0
6128 7.16.20.1
7018 11.19.73.1
1221 22.151.112.1
812 7.11.165.177
5432 22.106.47.153
812 7.11.170.241
5432 22.107.148.233
264573 11.11.1.0
4134 11.48.0.213
18403 11.20.2.2
37963 11.222.150.46
11404 11.26.34.3
5432 22.106.113.0
55990 11.245.80.0
5432 22.106.116.209
8452 11.11.11.1
8003 11.3.0.0
13489 11.12.0.1
174 11.11.3.1
7303 11.11.168.0
14115 22.154.127.3
4196 11.255.0.1
5432 22.106.67.161
3302 11.1.108.0
45102 11.207.166.0
17816 11.224.128.0
37088 11.11.13.1
7713 11.200.112.0
264668 22.22.22.22
3741 22.155.38.253
37963 11.218.123.126
5432 22.107.162.145
53158 11.150.0.1
812 7.11.169.1
45102 11.52.55.0
18881 11.11.11.1
136429 11.6.0.1
328453 11.0.0.1
45905 11.12.0.1
139425 11.11.14.0
701 7.28.19.87
3741 7.26.76.1
