# num asns 1125
# squat_asn squat_dod_ip
852 11.10.0.2
50432 11.14.64.3
45102 11.56.8.85
5432 22.106.19.1
3356 11.10.48.1
8003 22.1.10.0
3741 11.88.220.1
19429 11.0.0.1
7602 11.0.0.0
4812 11.25.35.241
55990 11.94.132.127
8075 22.28.49.1
3549 11.50.60.0
3302 11.1.132.0
33588 22.60.224.1
3320 11.100.1.1
16591 11.11.11.1
22616 7.255.31.129
812 7.11.167.9
812 7.11.169.53
7018 11.200.180.1
5432 22.107.115.0
11426 11.19.13.1
56046 11.22.97.44
7018 11.104.3.209
55990 11.88.192.111
37963 11.204.180.98
55990 11.94.4.139
5432 22.107.66.189
55990 11.240.84.2
8075 22.180.46.6
7713 11.58.160.0
14117 11.0.0.1
9299 11.11.5.0
3549 11.12.217.40
5432 22.107.196.245
8452 11.124.124.2
28329 11.20.31.0
5432 22.106.92.33
1836 11.22.76.1
5432 22.106.123.0
812 7.11.166.245
4837 7.7.5.202
1221 22.230.6.34
8003 22.4.4.0
4134 11.96.216.141
55492 11.12.0.1
27651 11.0.11.1
23949 11.11.11.1
5432 22.107.104.41
4766 7.7.5.1
13977 7.1.30.37
701 11.201.31.10
7922 11.11.11.254
577 11.158.185.30
21724 11.40.3.206
51964 11.105.192.41
8053 11.0.0.0
37963 11.220.4.0
6739 11.20.1.4
23700 11.20.20.1
36291 7.35.196.2
16509 11.11.11.10
131090 11.11.11.0
22460 7.164.132.3
136074 11.11.43.1
205254 11.11.11.0
134542 11.205.80.7
7922 7.183.144.129
5432 22.106.117.0
15247 11.28.13.206
23969 11.0.0.0
4847 11.52.236.14
812 7.11.169.237
5432 22.106.39.0
263047 11.0.0.1
61452 22.1.24.0
7713 11.11.77.0
7018 11.100.0.3
18196 11.11.11.0
1680 11.100.102.1
3356 11.173.140.4
62802 11.56.1.253
9121 11.0.0.0
8708 11.11.1.1
28458 11.10.0.254
4761 11.11.1.0
8708 11.11.1.3
20845 11.0.0.1
140174 11.11.90.1
52468 11.11.11.0
45102 11.53.148.0
4837 11.11.13.5
8400 11.11.0.1
134319 22.22.22.0
8075 22.106.24.25
4847 11.22.97.44
9299 11.105.83.1
3302 11.1.88.0
5432 22.106.54.41
16868 11.120.48.24
9808 22.22.22.2
4847 11.64.0.0
5432 22.107.81.0
7922 11.104.124.161
45102 11.48.53.0
9299 11.11.4.1
5432 22.106.69.125
45629 11.14.96.1
21724 11.84.0.73
4134 11.1.31.0
55990 11.88.192.0
4766 11.1.8.1
37284 11.1.1.0
37457 11.12.13.1
16509 7.224.0.2
45102 11.131.180.254
38511 22.22.22.0
5432 22.106.113.153
132199 22.22.22.1
37963 11.210.141.0
3356 11.164.32.9
4134 11.16.2.154
5432 22.106.92.129
4837 11.1.2.0
137654 11.11.11.0
33363 11.100.0.2
24445 11.1.1.0
20115 22.34.202.0
45102 11.57.187.17
6128 11.56.149.251
8400 11.11.27.0
17451 11.11.100.1
45102 11.48.156.14
5391 11.12.40.1
6128 11.103.41.26
6830 11.11.0.1
21724 11.40.1.221
20115 22.34.195.1
22884 11.11.11.1
5432 22.107.164.49
3257 7.42.176.1
14279 11.17.240.1
45899 11.0.1.10
37963 11.220.128.0
262210 11.11.11.2
136199 11.52.236.0
56242 11.11.11.1
3549 11.43.42.0
8075 22.107.192.85
8228 11.1.107.253
15311 11.6.10.0
19801 7.33.46.1
812 7.11.169.153
4847 11.158.224.28
28080 11.20.1.0
27699 22.0.51.1
5432 11.0.1.1
701 11.0.1.3
9121 11.11.11.1
3215 11.100.0.2
11232 7.6.5.1
3257 7.114.209.190
269738 11.0.51.53
37963 11.222.150.0
7713 11.18.1.0
5416 11.140.0.24
5432 22.106.36.0
23956 11.11.10.1
4837 11.33.213.2
37963 11.221.108.29
136199 11.12.16.254
38511 22.22.22.250
812 7.11.168.229
4134 11.11.11.0
11427 11.50.1.1
22884 11.11.13.1
4134 11.33.227.2
8075 22.55.126.1
5432 22.107.198.0
4808 11.52.240.0
37963 11.218.122.126
4808 11.33.213.0
5432 22.106.18.161
4760 11.25.54.6
4812 11.130.31.254
4808 11.0.0.13
45102 11.16.250.90
58495 11.128.1.0
30526 11.1.181.2
5400 11.100.0.2
37963 11.216.39.0
7018 11.21.7.254
14051 7.0.255.77
6799 7.7.7.8
8075 22.106.5.229
9299 11.12.13.254
7713 11.21.212.0
5432 22.106.22.105
36715 11.187.1.121
5432 22.107.91.181
56048 22.201.2.1
265443 11.240.219.1
5432 22.106.10.161
9443 11.1.2.1
8412 11.17.192.1
9808 11.131.180.222
9009 7.27.90.1
5432 22.107.191.37
6147 11.30.11.112
5432 22.106.24.0
4847 11.33.230.0
22334 7.11.167.17
7049 11.0.0.17
37963 11.56.160.82
14061 7.136.0.0
7922 7.0.19.254
7713 11.11.11.2
3302 11.1.60.0
174 11.26.26.1
52735 7.7.7.1
27775 11.11.11.2
3549 11.176.39.252
7018 11.104.34.89
50710 11.11.11.0
4808 11.0.0.1
135232 7.7.7.3
37963 11.220.136.0
58821 11.11.11.0
8075 22.180.30.1
134270 11.11.30.1
5769 11.11.11.1
209 22.15.66.1
3215 11.26.1.254
9873 11.1.4.1
37963 11.218.122.17
8551 11.0.0.138
5432 22.107.86.0
7552 11.0.1.10
14868 11.0.0.0
5432 22.106.57.61
5432 22.107.127.0
12400 11.0.0.100
37963 11.0.50.0
8151 11.10.10.0
27994 11.200.0.1
5432 22.107.235.93
4812 11.48.48.89
8003 11.25.32.0
812 7.11.168.37
812 7.11.168.21
33363 11.50.80.1
25424 11.11.11.1
4812 11.143.80.69
22394 11.23.60.1
7922 11.40.0.1
5432 22.107.197.0
7298 11.0.0.2
139280 11.7.0.0
14259 11.11.11.13
45102 11.52.252.0
7922 11.66.8.2
42926 11.244.172.2
45102 11.52.236.121
5432 22.107.163.0
20880 11.11.11.1
3257 7.45.0.41
134153 11.1.0.1
7018 7.16.0.78
11351 11.11.89.1
9299 11.90.23.1
3302 11.1.176.0
18881 11.200.203.0
5432 22.107.95.0
6848 22.106.33.9
17451 22.22.19.1
4837 11.0.0.1
5432 22.107.165.0
4808 11.76.96.0
22773 11.104.92.161
17557 11.5.130.1
262186 11.42.42.0
201984 22.107.178.129
40154 11.96.30.3
35985 11.100.0.2
4788 11.11.11.1
7713 11.11.7.0
20115 7.168.50.1
5432 22.106.118.117
131207 11.11.0.1
45102 11.99.213.0
269308 11.0.0.1
62929 11.11.11.0
812 7.11.170.193
8103 11.11.11.1
6147 11.22.33.44
52363 11.3.4.3
5432 22.107.244.165
37963 11.223.48.0
45102 11.202.22.0
58895 11.30.255.0
9498 11.11.1.1
5432 22.107.154.157
5432 22.106.16.0
5432 22.106.56.165
17506 11.10.10.254
5432 22.107.93.225
12874 11.0.0.254
4837 11.131.78.20
8003 11.56.108.0
5432 22.106.117.201
4134 11.207.18.1
36692 11.26.48.1
63996 22.1.1.2
5432 22.107.202.0
11172 7.224.7.126
58466 11.245.80.0
5432 22.107.104.73
6400 22.1.43.1
22773 11.104.92.153
22616 7.244.24.1
46313 22.119.136.3
262916 11.11.11.0
133676 11.11.40.1
9905 11.14.11.1
20115 22.63.227.1
7922 11.3.94.1
7018 7.48.228.73
8075 22.19.178.1
8368 11.10.2.254
7018 11.1.1.2
28080 11.20.1.1
4134 11.12.251.13
33651 11.187.0.41
14061 7.25.0.0
812 7.11.165.241
134707 11.0.0.1
812 7.11.168.137
16509 7.224.48.2
4808 11.11.129.0
9299 11.0.56.1
11014 11.58.2.0
10429 11.1.113.20
7018 11.11.1.111
812 7.11.165.113
45102 11.52.231.33
5432 22.106.80.181
4847 11.11.128.0
1267 11.1.6.0
5432 22.107.192.1
2611 22.107.120.246
327950 11.108.1.9
812 7.11.166.141
8167 22.12.36.1
262186 11.75.75.2
137889 11.33.27.0
37963 11.55.125.0
48638 22.107.64.0
8003 11.56.2.0
9299 11.60.1.1
53102 11.0.0.1
8003 11.8.19.0
7713 11.11.1.62
8151 11.12.213.238
37105 11.0.0.2
45629 11.11.95.201
136969 11.22.11.0
5432 22.106.42.81
5009 11.11.11.1
12479 11.11.11.1
16509 7.0.0.1
10796 11.100.0.2
5432 22.107.84.0
20115 22.19.180.1
3549 11.3.50.234
45102 11.52.236.10
3257 11.1.0.1
1680 11.0.2.1
205110 11.11.3.142
134271 11.11.11.1
6739 11.40.11.0
7713 11.11.11.0
3549 11.11.0.90
22773 11.104.28.33
12735 11.22.33.1
812 7.11.169.105
205254 11.12.13.1
27843 11.1.7.65
4808 11.33.227.0
136907 11.22.97.43
24173 11.109.16.129
8003 11.66.0.0
4761 11.19.214.1
21724 11.1.1.34
14051 7.0.255.81
4808 11.11.11.0
7922 11.21.20.11
2116 11.11.11.1
7713 11.2.18.65
1239 11.244.7.253
10834 11.7.5.20
22616 7.86.70.1
5432 22.107.83.0
4618 11.11.95.177
50266 11.11.11.11
131444 11.245.58.2
7922 11.1.11.1
20115 22.25.224.1
24444 11.161.8.0
7303 11.11.125.0
20115 22.40.16.1
38203 11.11.2.0
8003 11.11.11.0
14061 7.161.0.0
37653 11.11.11.1
812 7.11.167.241
28331 11.0.0.0
136074 11.11.11.0
18881 11.1.1.1
6830 11.52.84.0
5432 22.107.146.0
8075 22.22.22.22
5432 22.107.163.125
3549 11.12.210.2
22394 7.48.212.1
13489 11.11.11.1
16086 11.242.74.2
6848 22.106.71.0
9299 22.22.22.1
58466 11.238.0.5
63888 22.0.0.0
5432 22.106.57.0
37315 22.248.132.19
5432 22.106.98.113
134542 11.207.136.23
42772 11.0.0.1
37963 11.221.108.0
53813 7.42.8.1
37963 11.218.131.238
45102 11.220.37.0
58466 11.245.20.2
8003 11.11.12.0
4787 11.11.11.2
37963 11.220.36.0
22616 7.239.198.130
55990 11.94.132.30
16591 11.0.0.1
5432 22.106.82.237
5432 22.107.108.0
37963 11.132.75.0
45102 11.56.8.0
269738 11.0.51.81
8003 11.1.31.0
812 7.11.165.205
5432 22.106.58.70
812 7.11.167.17
44395 11.11.0.1
4788 11.11.11.0
133623 11.0.0.1
12066 11.168.11.1
50551 11.11.0.1
8003 11.47.0.0
134542 11.207.136.169
5432 22.106.97.201
14230 7.169.26.252
5432 22.107.228.109
17816 11.52.240.0
5635 11.160.73.1
812 7.11.169.29
5432 22.107.78.0
55960 7.0.0.14
4800 22.22.20.1
14051 7.0.255.67
27951 7.28.108.1
58966 11.22.77.1
8452 11.11.11.11
5432 22.106.4.197
263098 11.11.11.1
7713 11.0.1.1
5089 7.1.194.2
7713 11.111.192.0
12735 11.0.96.1
812 7.11.168.77
701 11.104.50.105
131090 11.0.0.0
37963 11.223.4.237
37963 11.93.198.0
5432 22.106.82.197
45102 11.209.8.0
3302 11.1.194.0
199706 11.12.160.3
28573 11.0.0.1
30600 11.104.67.201
37963 11.48.48.133
133647 11.11.11.1
20115 22.40.104.1
12083 11.11.11.1
62802 11.48.240.34
14115 22.246.211.198
9299 11.100.10.0
8551 11.55.33.254
7922 7.170.230.129
55780 11.56.90.44
5432 22.107.232.0
267224 11.1.3.55
20115 22.28.49.1
45102 11.48.53.97
4755 7.164.2.2
45102 11.201.251.0
262210 11.11.11.0
27831 11.1.0.13
7922 11.104.214.177
55990 11.94.132.13
577 11.1.10.1
48634 7.7.7.1
264628 11.11.11.0
5432 22.107.13.177
812 7.11.165.249
7018 11.23.51.254
8075 22.107.206.33
50710 11.11.11.1
5432 22.106.116.210
6848 22.107.227.145
33363 11.1.3.1
45102 11.96.216.169
5713 22.248.128.91
45102 11.52.240.125
16623 22.10.128.2
264668 11.10.10.0
20001 11.104.211.17
6147 11.11.11.1
132480 22.23.76.0
1221 22.56.173.1
4837 11.100.57.0
8968 11.11.11.1
37963 11.219.127.105
5432 22.106.61.73
22616 7.255.31.13
7018 11.131.180.222
18046 11.205.0.0
45102 11.223.248.0
20115 22.63.160.1
812 7.11.166.45
5432 22.107.250.197
8003 11.36.0.0
5432 22.107.113.0
701 11.180.125.254
8151 7.110.128.1
17995 7.7.2.1
5432 22.107.159.137
812 7.11.167.105
5432 22.107.73.0
4808 11.94.132.13
5432 22.107.185.157
264556 11.1.0.165
136907 11.22.80.20
5432 22.107.10.0
37963 11.73.0.41
131111 11.11.11.1
45102 11.52.252.14
812 7.11.166.93
812 7.11.168.145
262195 11.55.12.0
20115 22.15.36.1
45102 11.207.166.114
9299 11.105.80.65
136907 11.22.97.57
4812 11.48.44.0
37963 11.56.161.0
4812 11.48.44.189
7922 11.104.110.169
37963 11.223.4.77
45102 11.246.120.25
5432 22.107.69.105
11014 11.107.0.0
5432 22.106.100.133
45102 11.52.231.0
15557 7.110.128.2
4847 11.22.80.18
5483 11.11.11.53
3356 7.7.2.29
8151 11.6.127.2
50710 22.3.1.1
9299 11.18.7.1
14061 7.89.0.0
45102 11.52.240.61
40339 7.144.39.0
7552 11.0.255.254
4837 11.48.0.49
8334 11.12.89.1
4808 11.33.213.2
45102 11.52.55.186
11427 7.27.19.74
6848 22.106.33.0
13999 7.7.7.7
6848 22.107.10.0
8003 11.105.0.0
38203 11.11.244.233
4837 11.131.78.53
17816 11.204.192.1
37963 11.223.80.42
37451 11.11.12.1
4808 11.177.65.52
37963 11.55.124.0
3320 11.0.0.1
37963 11.219.76.0
33771 11.11.10.1
4812 22.186.80.245
45102 11.48.200.50
8551 11.0.0.139
8003 11.200.160.0
28403 11.12.178.2
6147 11.11.54.0
34984 11.0.0.0
22616 7.34.205.0
52468 11.1.0.1
11814 11.11.11.10
3215 11.5.31.254
269738 11.0.51.137
138881 11.11.11.0
204642 11.100.0.2
4837 11.89.7.97
2907 11.11.11.12
5089 11.1.4.1
8075 11.11.11.190
28878 22.107.199.0
7713 11.11.1.248
812 7.11.167.165
30844 11.25.44.77
8003 22.1.200.0
37963 11.219.77.0
5432 22.106.115.101
45102 11.52.240.97
5432 22.107.79.34
812 7.11.171.29
139870 11.13.33.0
45102 11.200.111.9
21724 11.24.0.141
7713 11.5.50.0
4837 11.177.126.0
51223 11.0.0.1
20650 22.106.108.57
37963 11.56.204.0
136907 11.22.80.143
8075 22.106.81.37
8473 11.11.11.1
2586 11.22.33.1
30036 7.23.93.1
269738 11.5.50.0
5432 22.107.125.0
45102 11.16.2.190
6429 7.7.0.5
8003 11.56.109.0
37963 11.73.0.0
7713 11.11.7.1
17547 11.129.31.254
4837 11.11.0.225
7018 11.0.1.1
7922 7.14.1.1
812 7.11.170.33
37963 11.228.249.2
12895 11.0.0.1
4809 11.14.6.240
18881 11.0.3.0
55960 7.2.156.2
24445 11.0.3.0
209 11.61.0.1
812 7.11.165.97
9299 22.22.0.1
45102 11.207.18.89
9808 11.1.1.2
42841 22.22.22.199
5432 22.106.49.194
5432 22.106.22.0
134542 11.207.136.20
6535 11.11.11.1
5432 22.107.68.0
17816 11.187.5.253
264913 11.1.153.0
5432 22.107.162.90
21724 11.84.0.70
812 7.11.166.137
3549 11.8.220.1
12735 11.0.94.0
55990 11.147.104.250
3356 11.173.139.0
12793 11.0.0.5
131232 11.160.13.2
5432 22.106.77.113
18881 11.11.11.2
812 7.11.167.233
30844 11.11.0.10
4134 11.131.180.254
133989 11.67.120.1
17762 11.0.0.1
10796 11.104.3.57
62044 7.26.242.1
134542 11.207.136.172
4837 11.16.2.158
7018 11.11.11.200
135478 22.2.22.2
266802 11.10.10.1
15962 11.0.0.1
269375 11.10.23.0
8151 11.168.1.0
57743 7.37.104.33
17816 11.88.64.111
5432 22.107.161.229
3786 11.1.4.1
16032 11.10.1.1
1221 11.40.21.1
13489 11.1.1.61
812 7.11.167.205
8163 11.11.11.1
5432 22.106.28.0
28165 11.103.0.1
4134 11.1.53.254
45102 11.60.202.173
25019 11.11.102.0
6848 22.106.66.0
5432 22.106.70.0
8452 11.124.124.0
37611 7.1.156.195
133982 22.33.44.1
10796 11.12.93.1
22773 11.104.1.49
9299 11.244.22.2
266345 11.1.3.188
5432 22.107.85.149
268899 11.0.8.0
51337 11.11.11.2
21724 11.1.1.38
17816 11.203.64.0
11426 11.116.1.1
3215 11.0.0.1
264913 11.1.137.0
7713 11.11.100.100
8075 22.11.109.1
23243 11.12.12.1
24482 11.11.11.0
17816 11.237.0.0
4788 22.168.18.1
14201 11.165.20.1
56628 11.0.2.100
33915 22.106.97.149
7713 11.11.10.1
51964 11.105.192.0
5432 22.107.152.1
5432 22.107.227.0
51375 7.7.7.5
8075 22.28.136.0
37963 11.57.13.1
9121 11.0.0.1
20115 11.18.95.1
8075 22.63.160.1
45102 11.53.213.130
264668 7.7.9.1
37611 11.27.0.1
9498 11.11.11.0
62802 11.120.240.209
5432 22.107.1.121
22884 7.188.224.69
132199 11.11.11.253
12874 11.0.0.1
201730 7.27.82.3
45629 11.11.95.223
1136 11.11.11.1
136199 11.16.2.186
8075 22.54.254.1
7713 11.11.100.0
7018 7.16.72.239
16509 7.224.32.5
4808 11.48.180.57
55990 11.88.192.23
201991 11.1.1.1
29217 11.12.13.1
5432 11.0.0.1
11351 7.172.60.129
15557 11.6.168.1
22884 11.0.1.0
37963 11.223.8.77
25081 11.0.0.1
3352 7.1.103.110
263238 11.11.12.1
3269 11.0.0.111
12552 11.0.0.1
4134 11.146.200.3
812 7.11.168.141
45102 11.207.18.105
5432 22.106.14.73
62802 11.48.235.250
10796 7.173.128.129
4812 11.48.44.122
132280 11.11.11.1
4837 11.12.20.0
35432 11.22.33.1
136654 11.112.112.1
15525 11.3.31.254
34660 11.1.0.1
3356 22.107.180.33
54607 11.187.24.169
8003 11.35.0.0
7545 11.40.116.1
30722 11.0.1.2
265535 11.50.11.0
5432 22.107.0.157
22773 11.100.0.2
268541 11.1.15.0
4134 11.8.8.253
38511 11.22.32.250
812 7.11.166.233
8075 11.11.11.0
45102 11.52.240.18
56595 11.0.0.1
701 11.66.0.50
58495 11.11.11.1
1136 11.10.10.254
7713 22.22.22.0
7713 11.12.16.0
5432 22.106.3.138
37053 11.0.0.254
133844 11.17.18.254
264929 11.1.200.8
5432 22.106.53.217
12735 11.0.99.0
5432 22.106.72.101
5713 7.2.12.195
8003 11.92.0.0
21599 11.11.1.1
3356 11.10.0.0
135353 11.10.0.1
45102 11.16.250.86
5432 22.106.50.181
45102 11.52.236.133
11776 11.104.216.169
701 11.0.1.1
22284 22.19.171.1
17816 11.208.24.1
5432 22.107.82.69
5432 22.106.101.181
28573 11.11.0.1
1267 11.1.170.0
22616 7.244.1.129
139941 11.11.11.0
1136 11.33.178.1
16276 11.12.111.0
140317 11.100.1.1
4847 11.64.2.17
28457 7.203.30.52
7922 11.1.10.1
45820 11.0.0.10
7922 11.104.37.81
37963 11.56.164.0
18734 11.254.19.250
8003 11.76.0.0
3356 11.173.132.2
12942 22.106.51.105
18881 11.11.11.0
25668 11.11.11.0
1221 22.161.8.1
55714 11.0.0.0
55461 11.255.255.0
52228 11.11.11.1
11404 11.26.34.1
30036 7.171.204.129
3356 7.1.16.129
8151 11.11.11.11
5432 22.107.230.45
3209 11.0.1.1
7713 11.12.13.0
812 7.11.170.225
2828 7.45.0.73
328237 11.11.11.1
3758 11.11.11.1
22381 11.100.0.2
5432 22.106.9.45
5432 22.107.170.0
812 7.11.171.0
4837 11.1.1.0
4847 11.11.181.0
10796 7.20.76.1
4837 11.3.24.0
6848 11.11.11.1
5432 22.107.115.153
1213 22.14.0.0
44407 11.0.0.254
3549 11.11.11.1
22773 11.104.217.129
6848 22.106.73.25
8075 11.11.11.1
701 7.0.76.254
33588 22.0.128.0
45458 11.29.119.233
3320 11.11.11.11
9832 11.100.52.1
5432 22.106.30.0
59150 11.11.8.1
21019 11.1.18.1
11320 11.11.0.1
30844 7.6.6.4
5432 22.107.111.0
37963 11.222.150.50
7713 7.6.18.1
17754 11.11.14.1
7713 11.11.1.0
8551 11.0.0.1
262210 11.35.116.2
52361 22.22.84.0
262893 11.11.11.1
8075 22.10.105.1
3356 7.110.128.1
4134 22.0.0.35
45102 11.48.57.105
23243 11.11.1.37
7922 11.104.6.177
20650 22.107.233.0
7713 11.11.11.13
8075 22.58.140.1
13489 11.1.0.46
199010 11.201.174.2
45325 11.11.11.1
45102 11.52.236.57
43561 11.11.11.1
9121 7.15.63.0
8075 22.106.121.0
209 7.175.50.129
14051 7.0.255.93
25019 11.11.104.0
199335 11.4.84.0
8866 11.1.1.1
10796 11.1.1.1
63859 11.11.11.9
812 7.11.170.65
34912 11.153.15.250
5432 22.106.50.230
4134 22.3.0.0
4787 11.11.11.1
136907 11.53.104.49
20650 22.106.88.185
11426 11.104.10.153
8003 11.1.30.0
14755 11.213.10.1
45102 11.52.236.109
5432 11.154.0.0
58966 11.22.104.1
4812 11.255.255.180
9269 11.28.100.1
6167 11.20.106.1
11426 11.114.1.1
16735 11.30.10.0
37963 11.57.54.9
812 7.11.166.185
12874 11.11.11.0
7018 7.7.2.29
37963 11.219.79.0
4837 11.11.0.2
9299 11.18.7.0
9541 11.11.0.1
4812 11.48.48.26
11135 11.10.10.254
46313 22.119.118.252
812 7.11.169.49
6147 11.0.4.0
58689 11.3.1.1
52363 11.3.3.0
203217 11.11.11.1
5432 22.107.11.1
4134 11.11.224.0
812 7.11.171.101
262186 11.11.1.0
5432 22.106.10.122
4134 11.254.2.253
4837 11.131.180.218
5432 22.107.14.0
37963 11.222.16.0
17665 22.33.44.223
1221 22.143.15.78
812 7.11.168.17
9341 11.11.11.0
37963 11.220.5.25
4755 7.164.1.0
33588 22.59.8.1
812 7.11.166.205
37611 11.0.0.1
264913 11.1.5.0
56046 11.56.8.0
37963 11.54.212.0
24445 11.0.2.0
62044 11.141.0.2
45102 11.206.91.21
5432 22.107.153.173
3352 11.74.90.25
5432 22.107.214.0
36873 7.7.7.7
45458 11.29.112.1
269182 11.0.0.1
37963 11.216.38.0
45102 11.52.231.9
29314 11.12.13.1
40154 11.100.210.10
3209 22.0.0.1
3257 11.101.0.2
11427 7.6.5.5
11426 11.0.0.1
2518 11.22.33.1
6503 11.11.11.254
209 11.104.113.137
47377 22.107.151.209
62044 7.19.64.0
5432 22.106.50.182
812 7.11.171.57
56043 11.82.132.3
37963 11.61.232.0
27947 11.11.2.1
28080 11.20.102.0
393924 11.10.10.254
27932 11.23.1.1
17816 11.203.128.1
5432 22.106.84.29
7018 7.8.0.1
3356 11.173.139.242
33588 22.6.224.0
6400 11.1.3.253
37148 11.0.5.1
14115 22.154.127.4
6147 11.162.107.27
34235 22.107.196.0
4134 11.232.2.121
4134 11.48.1.0
56242 11.27.160.0
22616 7.33.123.1
5432 22.107.213.89
8452 11.0.250.16
45102 11.131.180.0
9299 11.105.80.105
45458 11.29.47.241
23465 11.11.11.1
6871 11.0.0.1
56046 11.22.80.22
2516 7.79.208.1
9299 11.0.55.1
5432 22.107.91.77
2856 11.0.0.254
812 7.11.167.73
136907 11.22.97.61
136907 11.53.16.0
5432 22.107.152.0
45102 11.52.240.121
8075 22.55.96.1
16276 11.11.11.0
8003 11.12.13.0
20115 22.63.227.129
1267 11.0.0.1
50710 22.33.44.1
134542 11.207.136.170
812 7.11.166.113
4808 11.94.4.56
5432 22.107.76.0
7713 11.58.185.73
15247 11.32.1.94
22616 11.11.0.1
37963 11.218.159.0
5432 22.106.32.214
7018 11.171.165.254
5432 22.107.220.0
20115 11.11.1.1
38156 11.11.0.1
60187 11.11.26.0
5432 22.107.8.0
45102 11.109.216.0
3356 11.164.32.141
6848 22.106.123.0
23969 11.0.0.2
20115 22.63.228.1
11427 7.7.4.1
5432 22.106.40.5
37963 11.97.29.21
4808 11.11.128.129
45117 11.206.155.186
5432 22.107.245.0
5432 22.106.32.137
36992 11.83.10.2
42090 11.10.1.1
45786 11.67.71.0
6848 22.107.227.146
140424 11.11.17.1
5610 11.11.11.1
812 7.11.166.253
8473 11.0.0.1
7713 11.58.164.0
5432 22.106.35.0
50710 11.22.33.44
812 7.11.168.109
17639 11.168.1.56
16509 7.224.32.2
2611 22.107.165.0
14117 11.5.1.0
134809 11.5.0.254
14259 11.11.11.1
37963 11.63.124.98
45102 11.53.144.34
7049 11.0.0.25
20115 11.12.13.1
5432 22.106.19.189
9341 7.7.7.1
52373 11.11.11.2
54936 11.104.104.193
22773 11.104.56.185
7018 11.2.0.0
3549 11.0.15.0
63859 11.12.13.1
20650 22.106.88.0
33363 11.10.1.1
4847 11.33.227.0
7029 11.10.4.1
6147 11.0.10.1
7922 22.22.22.1
7018 11.1.2.1
8758 11.0.0.1
10796 11.11.100.1
5432 22.106.112.97
14259 11.0.1.0
136907 11.22.97.21
45102 11.52.236.53
8075 22.58.138.1
36994 7.5.10.1
11014 11.11.11.0
812 7.11.169.41
7018 7.178.180.129
51561 11.100.0.2
45102 11.16.2.158
3302 11.1.154.0
45102 11.207.214.170
205254 11.11.1.0
7470 11.10.200.1
209 7.45.0.73
22616 7.244.1.98
37963 11.97.29.0
7018 11.104.126.89
37963 11.168.63.238
8003 11.29.81.0
9304 11.11.0.1
5432 22.106.126.0
50710 11.11.11.88
5432 22.107.172.0
6147 11.12.13.85
7018 7.7.2.98
37963 11.210.151.0
201890 11.11.11.11
30689 11.0.7.1
20057 7.41.36.2
59164 11.11.115.1
5432 22.107.185.0
9299 11.8.0.1
52361 11.11.11.0
5432 22.107.221.245
1221 22.162.100.83
57743 7.37.106.0
13489 11.1.0.45
812 7.11.169.89
812 7.11.170.165
3816 11.11.11.1
4134 11.1.2.1
267195 7.0.0.1
398391 11.11.2.1
45102 11.48.56.130
6799 11.0.2.0
20115 22.63.227.0
7713 11.0.0.1
37154 22.84.47.14
812 7.11.167.53
11426 11.104.2.193
7922 7.7.7.1
45102 11.207.108.125
1267 11.1.8.1
14115 22.152.216.125
199081 11.0.0.5
45102 11.219.76.21
5413 11.5.2.1
14061 7.145.0.0
5432 22.107.159.0
5432 22.107.222.0
22884 11.180.1.1
5432 22.106.19.0
46375 11.11.34.1
812 7.11.168.173
16509 11.0.50.0
56047 11.1.1.1
136907 11.22.97.18
11427 22.0.0.1
17885 11.11.9.1
3549 11.0.0.17
396982 7.110.128.1
20115 22.20.55.1
17816 11.226.32.1
264160 11.0.0.1
135636 7.7.2.21
8767 22.22.22.1
812 7.11.167.61
6848 22.107.212.0
3215 11.1.31.247
7545 22.19.16.1
139400 11.12.13.1
11426 11.11.11.254
20115 11.104.71.89
4847 11.11.167.0
12302 7.7.7.1
5432 22.107.5.209
1853 11.54.18.254
37963 11.223.1.1
3356 11.164.48.2
5432 22.106.67.0
3356 11.164.32.53
1221 22.149.79.1
37148 11.21.0.1
8075 22.20.50.1
812 7.11.166.9
3549 11.12.11.2
20880 11.33.20.1
7713 11.10.0.1
13489 11.10.0.0
136907 11.53.80.0
45629 11.11.11.11
5432 22.107.132.241
12252 11.7.1.0
136803 11.0.0.1
5432 22.106.22.113
42864 11.41.0.1
59816 11.0.0.1
22724 11.11.14.0
812 7.11.170.29
4837 11.11.11.254
20115 22.34.211.1
8075 22.22.12.34
56242 11.27.222.0
20115 22.20.55.0
328453 7.10.0.50
37963 11.223.80.50
30873 11.0.0.1
55430 11.1.1.1
812 7.11.167.41
58466 11.88.192.111
812 7.11.165.225
14454 7.0.14.210
269190 11.1.1.0
10094 11.11.16.0
5432 22.106.122.13
7922 11.104.89.105
2527 11.103.41.228
4750 11.10.204.1
30873 7.0.0.1
5432 22.107.162.181
812 7.11.166.89
53008 11.10.0.1
6568 11.12.13.0
10796 11.235.9.1
23956 11.11.14.1
37353 11.0.0.1
37963 11.223.44.125
4837 11.207.18.57
5432 22.107.162.0
4804 11.62.1.1
1221 22.19.16.1
55501 11.11.11.1
20115 22.20.147.0
18539 22.4.1.4
13037 11.250.10.254
20115 22.20.170.1
34704 11.11.2.7
12735 11.0.95.0
7018 11.0.0.1
50158 11.11.13.1
38067 11.26.3.2
5432 22.107.134.0
12494 11.10.0.1
6848 22.107.205.229
20001 11.12.13.1
