,#Field:count,sourceIPCount,endUserASN,which_data
25787,67,13,268505,tracerouteasncounts
25788,173,20,269074,tracerouteasncounts
25789,11,6,269395,tracerouteasncounts
25790,6436,72,269853,tracerouteasncounts
25791,14,7,270823,tracerouteasncounts
25792,108,11,271022,tracerouteasncounts
25793,11903,110,328088,tracerouteasncounts
25794,59,8,328111,tracerouteasncounts
25795,1013,4,328323,tracerouteasncounts
25796,287,6,393248,tracerouteasncounts
25797,25,1,393342,tracerouteasncounts
25798,1,1,393352,tracerouteasncounts
25799,3269,5,393724,tracerouteasncounts
25800,2137,1,393747,tracerouteasncounts
25801,2864,2,394036,tracerouteasncounts
25802,174654,17,394167,tracerouteasncounts
25803,7780,2,395317,tracerouteasncounts
25804,361,1,395342,tracerouteasncounts
25805,13149,33,395466,tracerouteasncounts
25806,178,5,397246,tracerouteasncounts
25807,3781,12,398230,tracerouteasncounts
25808,22682,13,226,tracerouteasncounts
25809,20531,6,1610,tracerouteasncounts
25810,572,13,3169,tracerouteasncounts
25811,210791,17764,3212,tracerouteasncounts
25812,10181,63,4565,tracerouteasncounts
25813,527790,55,4668,tracerouteasncounts
25814,55,9,4842,tracerouteasncounts
25815,874,14,5467,tracerouteasncounts
25816,3829,28,6189,tracerouteasncounts
25817,357,2,6687,tracerouteasncounts
25818,154913,115,7516,tracerouteasncounts
25819,1702919,41219,8447,tracerouteasncounts
25820,1458,183,9104,tracerouteasncounts
25821,4437,1043,10617,tracerouteasncounts
25822,30090,1,11345,tracerouteasncounts
25823,6345,5,11495,tracerouteasncounts
25824,41,2,12344,tracerouteasncounts
25825,87,7,12734,tracerouteasncounts
25826,36,1,12922,tracerouteasncounts
25827,1636,60,13306,tracerouteasncounts
25828,277957,3,14045,tracerouteasncounts
25829,2264,2,14073,tracerouteasncounts
25830,1113,2,14089,tracerouteasncounts
25831,498,15,15464,tracerouteasncounts
25832,156196,1799,15735,tracerouteasncounts
25833,33,1,16099,tracerouteasncounts
25834,15,2,16286,tracerouteasncounts
25835,3,1,16815,tracerouteasncounts
25836,97,1,17694,tracerouteasncounts
25837,11127,567,17939,tracerouteasncounts
25838,283,18,17946,tracerouteasncounts
25839,311,2,18439,tracerouteasncounts
25840,855,6,19217,tracerouteasncounts
25841,380,3,20180,tracerouteasncounts
25842,46448,350,22379,tracerouteasncounts
25843,176,1,22425,tracerouteasncounts
25844,1,1,22606,tracerouteasncounts
25845,16387,94,22750,tracerouteasncounts
25846,5790,2,23509,tracerouteasncounts
25847,63531,1741,24158,tracerouteasncounts
25848,19845,113,27653,tracerouteasncounts
25849,29838,374,28533,tracerouteasncounts
25850,2620,25,28994,tracerouteasncounts
25851,142,1,29500,tracerouteasncounts
25852,1049,7,29591,tracerouteasncounts
25853,5623,1,30065,tracerouteasncounts
25854,1563,2,30294,tracerouteasncounts
25855,4,1,31238,tracerouteasncounts
25856,22,1,32355,tracerouteasncounts
25857,598,4,32549,tracerouteasncounts
25858,319,3,32715,tracerouteasncounts
25859,356,6,33139,tracerouteasncounts
25860,804,4,33209,tracerouteasncounts
25861,33414,132,33604,tracerouteasncounts
25862,31,3,34736,tracerouteasncounts
25863,6,1,35174,tracerouteasncounts
25864,43,1,37062,tracerouteasncounts
25865,2228,5,37334,tracerouteasncounts
25866,53,1,37373,tracerouteasncounts
25867,68241,111,38193,tracerouteasncounts
25868,11513,421,39007,tracerouteasncounts
25869,1893,1,39202,tracerouteasncounts
25870,954,116,39808,tracerouteasncounts
25871,210,2,40695,tracerouteasncounts
25872,404,27,41019,tracerouteasncounts
25873,24,2,41432,tracerouteasncounts
25874,53,7,41828,tracerouteasncounts
25875,6707,9,42687,tracerouteasncounts
25876,109,3,42818,tracerouteasncounts
25877,745,1,43762,tracerouteasncounts
25878,269,33,44277,tracerouteasncounts
25879,2018,95,45302,tracerouteasncounts
25880,5456,5,45655,tracerouteasncounts
25881,59,4,45980,tracerouteasncounts
25882,2991,5,46946,tracerouteasncounts
25883,29333,3,48805,tracerouteasncounts
25884,680,2,49081,tracerouteasncounts
25885,81,1,49868,tracerouteasncounts
25886,4492,18,50171,tracerouteasncounts
25887,588,2,50862,tracerouteasncounts
25888,243,1,51316,tracerouteasncounts
25889,354,106,52296,tracerouteasncounts
25890,2657,180,52465,tracerouteasncounts
25891,4,2,52533,tracerouteasncounts
25892,713,101,52720,tracerouteasncounts
25893,2171,39,53460,tracerouteasncounts
25894,673,2,54013,tracerouteasncounts
25895,518,1,54883,tracerouteasncounts
25896,29888,16,55002,tracerouteasncounts
25897,176,15,56141,tracerouteasncounts
25898,2683,4,56779,tracerouteasncounts
25899,5548,13,56828,tracerouteasncounts
25900,336,3,57684,tracerouteasncounts
25901,984,34,59161,tracerouteasncounts
25902,144,1,59188,tracerouteasncounts
25903,79,2,59543,tracerouteasncounts
25904,37,6,59962,tracerouteasncounts
25905,77,2,60563,tracerouteasncounts
25906,450,71,60783,tracerouteasncounts
25907,172,43,61681,tracerouteasncounts
25908,151,13,61944,tracerouteasncounts
25909,1006,1,62507,tracerouteasncounts
25910,2059,14,62867,tracerouteasncounts
25911,392,3,63125,tracerouteasncounts
25912,4017,3,63219,tracerouteasncounts
25913,1222,31,63873,tracerouteasncounts
25914,1626,54,131746,tracerouteasncounts
25915,145,4,131944,tracerouteasncounts
25916,50,4,132866,tracerouteasncounts
25917,308,11,132881,tracerouteasncounts
25918,548471,13,133327,tracerouteasncounts
25919,12242,166,133711,tracerouteasncounts
25920,1866,2,134352,tracerouteasncounts
25921,3020,26,134944,tracerouteasncounts
25922,2688,12,135781,tracerouteasncounts
25923,437,9,135853,tracerouteasncounts
25924,214,2,136182,tracerouteasncounts
25925,2574,12,136305,tracerouteasncounts
25926,505,19,136363,tracerouteasncounts
25927,182,3,136454,tracerouteasncounts
25928,1371,12,136636,tracerouteasncounts
25929,718,8,137102,tracerouteasncounts
25930,392,5,137541,tracerouteasncounts
25931,2613,3,138996,tracerouteasncounts
25932,14,1,139578,tracerouteasncounts
25933,96,1,139703,tracerouteasncounts
25934,14,1,139835,tracerouteasncounts
25935,4,1,141032,tracerouteasncounts
25936,1065,12,199715,tracerouteasncounts
25937,1657,21,200154,tracerouteasncounts
25938,290,51,201198,tracerouteasncounts
25939,7,1,202907,tracerouteasncounts
25940,4031,3,203158,tracerouteasncounts
25941,2007,4,203435,tracerouteasncounts
25942,10,5,203603,tracerouteasncounts
25943,6,1,203994,tracerouteasncounts
25944,714,75,204166,tracerouteasncounts
25945,395,60,204366,tracerouteasncounts
25946,1826,2,204483,tracerouteasncounts
25947,267,1,205514,tracerouteasncounts
25948,116,1,205903,tracerouteasncounts
25949,934,10,206346,tracerouteasncounts
25950,1207,115,206539,tracerouteasncounts
25951,354,5,207221,tracerouteasncounts
25952,40,5,208229,tracerouteasncounts
25953,8,1,208427,tracerouteasncounts
25954,1153,25,208708,tracerouteasncounts
25955,26,1,209347,tracerouteasncounts
25956,99,15,209442,tracerouteasncounts
25957,37,2,209623,tracerouteasncounts
25958,53355,1,212632,tracerouteasncounts
25959,76,5,213385,tracerouteasncounts
25960,8582,712,262785,tracerouteasncounts
25961,335,75,262900,tracerouteasncounts
25962,59,2,263784,tracerouteasncounts
25963,874,90,263960,tracerouteasncounts
25964,388,49,264308,tracerouteasncounts
25965,237,101,264457,tracerouteasncounts
25966,452,94,265197,tracerouteasncounts
25967,42,21,265222,tracerouteasncounts
25968,560,39,265943,tracerouteasncounts
25969,36765,2,266069,tracerouteasncounts
25970,64,34,266103,tracerouteasncounts
25971,67,20,266134,tracerouteasncounts
25972,107,30,266477,tracerouteasncounts
25973,378,17,266599,tracerouteasncounts
25974,614,42,267028,tracerouteasncounts
25975,10,7,267092,tracerouteasncounts
25976,15,9,267434,tracerouteasncounts
25977,55,12,267759,tracerouteasncounts
25978,175,51,268199,tracerouteasncounts
25979,323,51,268699,tracerouteasncounts
25980,77,5,269202,tracerouteasncounts
25981,27,11,269325,tracerouteasncounts
25982,256,38,269473,tracerouteasncounts
25983,136,10,269950,tracerouteasncounts
25984,32,10,270256,tracerouteasncounts
25985,22,13,270388,tracerouteasncounts
25986,3,3,270580,tracerouteasncounts
25987,4199,12,393408,tracerouteasncounts
25988,22583,2,395086,tracerouteasncounts
25989,3016,200,1736,tracerouteasncounts
25990,389,137,1756,tracerouteasncounts
25991,7,1,2036,tracerouteasncounts
25992,73086,693,3605,tracerouteasncounts
25993,432,53,3842,tracerouteasncounts
25994,185,6,5542,tracerouteasncounts
25995,135,12,6056,tracerouteasncounts
25996,34546,37,6130,tracerouteasncounts
25997,1722,4,7243,tracerouteasncounts
25998,171542,16,7328,tracerouteasncounts
25999,35529,578,7477,tracerouteasncounts
26000,11177,56,8057,tracerouteasncounts
26001,49531,4,9253,tracerouteasncounts
26002,348,5,9475,tracerouteasncounts
26003,2639597,16444,9506,tracerouteasncounts
26004,498,1,11219,tracerouteasncounts
26005,10746902,25300,11426,tracerouteasncounts
26006,287996,1540,12390,tracerouteasncounts
26007,12605,2,13581,tracerouteasncounts
26008,1023,1,15314,tracerouteasncounts
26009,12,1,15380,tracerouteasncounts
26010,48,1,15566,tracerouteasncounts
26011,5356,44,16242,tracerouteasncounts
26012,8983,117,16906,tracerouteasncounts
26013,1879490,7,17073,tracerouteasncounts
26014,2244,3,17207,tracerouteasncounts
26015,566,43,17553,tracerouteasncounts
26016,789,138,17713,tracerouteasncounts
26017,104,41,18164,tracerouteasncounts
26018,26,1,18489,tracerouteasncounts
26019,47446,57,18773,tracerouteasncounts
26020,346914,141,19653,tracerouteasncounts
26021,37711,196,19899,tracerouteasncounts
26022,48811,2,20040,tracerouteasncounts
26023,551,1,20078,tracerouteasncounts
26024,40,5,20697,tracerouteasncounts
26025,44017,1,21594,tracerouteasncounts
26026,14,1,22172,tracerouteasncounts
26027,25347,138,22302,tracerouteasncounts
26028,9100,6,24121,tracerouteasncounts
26029,669,1,26007,tracerouteasncounts
26030,84,1,26355,tracerouteasncounts
26031,431,12,26607,tracerouteasncounts
26032,267,1,29246,tracerouteasncounts
26033,38812,1735,29286,tracerouteasncounts
26034,255970,2602,29465,tracerouteasncounts
26035,5465,66,30407,tracerouteasncounts
26036,6,1,31609,tracerouteasncounts
26037,463298,11,32537,tracerouteasncounts
26038,25651,209,32645,tracerouteasncounts
26039,812,3,32984,tracerouteasncounts
26040,45,1,32995,tracerouteasncounts
26041,6815,4,33499,tracerouteasncounts
26042,180,1,33674,tracerouteasncounts
26043,16469,40,33873,tracerouteasncounts
26044,1875,57,34038,tracerouteasncounts
26045,16869,30,34315,tracerouteasncounts
26046,3,3,34466,tracerouteasncounts
26047,243,3,35087,tracerouteasncounts
26048,691,4,35327,tracerouteasncounts
26049,252,2,35546,tracerouteasncounts
26050,873,5,35710,tracerouteasncounts
26051,17,1,35887,tracerouteasncounts
26052,251,1,36396,tracerouteasncounts
26053,2075,61,36413,tracerouteasncounts
26054,9,1,36529,tracerouteasncounts
26055,550,1,36532,tracerouteasncounts
26056,13,1,36956,tracerouteasncounts
26057,2570,8,38437,tracerouteasncounts
26058,10579,113,39948,tracerouteasncounts
26059,11422,5,40059,tracerouteasncounts
26060,2210,1,40887,tracerouteasncounts
26061,3525,11,43633,tracerouteasncounts
26062,57,1,44158,tracerouteasncounts
26063,180,6,45542,tracerouteasncounts
26064,10,5,45984,tracerouteasncounts
26065,4,2,46156,tracerouteasncounts
26066,2383,5,46341,tracerouteasncounts
26067,3637,6,47478,tracerouteasncounts
26068,166,36,47516,tracerouteasncounts
26069,131,1,47845,tracerouteasncounts
26070,9100,50,49531,tracerouteasncounts
26071,19426,2,50217,tracerouteasncounts
26072,60,2,50539,tracerouteasncounts
26073,98,1,50713,tracerouteasncounts
26074,6,1,50995,tracerouteasncounts
26075,554,1,51244,tracerouteasncounts
26076,1013,1,51760,tracerouteasncounts
26077,2122,36,52422,tracerouteasncounts
26078,103,2,52970,tracerouteasncounts
26079,1304,2,53771,tracerouteasncounts
26080,87562,116,54182,tracerouteasncounts
26081,193,3,55024,tracerouteasncounts
26082,36,10,55680,tracerouteasncounts
26083,388,12,56494,tracerouteasncounts
26084,12178,71,56534,tracerouteasncounts
26085,257,39,58127,tracerouteasncounts
26086,4866,198,58461,tracerouteasncounts
26087,73492,477,59257,tracerouteasncounts
26088,109,2,59441,tracerouteasncounts
26089,4034,5,60533,tracerouteasncounts
26090,22,3,61068,tracerouteasncounts
26091,8073,32,61092,tracerouteasncounts
26092,65,19,61864,tracerouteasncounts
26093,3031,13,62138,tracerouteasncounts
26094,193,6,62488,tracerouteasncounts
26095,53720,2,62841,tracerouteasncounts
26096,586,2,65552,tracerouteasncounts
26097,16,1,131158,tracerouteasncounts
26098,1907,5,133193,tracerouteasncounts
26099,4426,58,133317,tracerouteasncounts
26100,267,8,133547,tracerouteasncounts
26101,7612,1,133942,tracerouteasncounts
26102,628,16,134768,tracerouteasncounts
26103,235,6,134906,tracerouteasncounts
26104,1123,54,135477,tracerouteasncounts
26105,435,20,135793,tracerouteasncounts
26106,48,5,136170,tracerouteasncounts
26107,38,1,136920,tracerouteasncounts
26108,102,8,137553,tracerouteasncounts
26109,45,2,138215,tracerouteasncounts
26110,20,1,139816,tracerouteasncounts
26111,514,6,140204,tracerouteasncounts
26112,9,1,196895,tracerouteasncounts
26113,80,2,197091,tracerouteasncounts
26114,14,1,197475,tracerouteasncounts
26115,279,3,197686,tracerouteasncounts
26116,450,1,198957,tracerouteasncounts
26117,7159,4,199134,tracerouteasncounts
26118,132,4,199250,tracerouteasncounts
26119,49122,8,199563,tracerouteasncounts
26120,507,10,200125,tracerouteasncounts
26121,152,4,200587,tracerouteasncounts
26122,1270,98,200794,tracerouteasncounts
26123,327,4,201798,tracerouteasncounts
26124,46,1,202034,tracerouteasncounts
26125,5,1,202094,tracerouteasncounts
26126,368,14,203293,tracerouteasncounts
26127,455,4,204943,tracerouteasncounts
26128,362,2,206511,tracerouteasncounts
26129,16,1,208143,tracerouteasncounts
26130,198,2,209570,tracerouteasncounts
26131,60,2,209595,tracerouteasncounts
26132,914,2,213226,tracerouteasncounts
26133,400,89,262428,tracerouteasncounts
26134,37,15,262576,tracerouteasncounts
26135,1005,12,262714,tracerouteasncounts
26136,946,107,262744,tracerouteasncounts
26137,8,3,263007,tracerouteasncounts
26138,514,64,263310,tracerouteasncounts
26139,3246,112,263356,tracerouteasncounts
26140,47,19,263404,tracerouteasncounts
26141,601,30,263625,tracerouteasncounts
26142,199,53,263888,tracerouteasncounts
26143,196,27,264326,tracerouteasncounts
26144,192,37,264586,tracerouteasncounts
26145,605,73,264746,tracerouteasncounts
26146,81,29,264867,tracerouteasncounts
26147,137,10,264966,tracerouteasncounts
26148,88,42,265342,tracerouteasncounts
26149,49,11,267526,tracerouteasncounts
26150,208,32,267827,tracerouteasncounts
26151,35,6,268002,tracerouteasncounts
26152,61,17,268490,tracerouteasncounts
26153,7,6,268626,tracerouteasncounts
26154,10,6,268679,tracerouteasncounts
26155,117,35,268774,tracerouteasncounts
26156,234,56,269403,tracerouteasncounts
26157,873,47,269572,tracerouteasncounts
26158,654,8,269736,tracerouteasncounts
26159,121,32,270727,tracerouteasncounts
26160,225,8,327819,tracerouteasncounts
26161,36,1,327880,tracerouteasncounts
26162,5562,2,328052,tracerouteasncounts
26163,816,2,328189,tracerouteasncounts
26164,5399,1,393778,tracerouteasncounts
26165,14,1,395012,tracerouteasncounts
26166,1327,1,395114,tracerouteasncounts
26167,58465,1,395200,tracerouteasncounts
26168,72,1,395242,tracerouteasncounts
26169,7527,2,396493,tracerouteasncounts
26170,394220,5,1678,tracerouteasncounts
26171,1491659,8367,2860,tracerouteasncounts
26172,75,1,3424,tracerouteasncounts
26173,214,3,3931,tracerouteasncounts
26174,15230,377,4782,tracerouteasncounts
26175,30607,407,7011,tracerouteasncounts
26176,4062,11,7265,tracerouteasncounts
26177,3022,6,7297,tracerouteasncounts
26178,100,5,8511,tracerouteasncounts
26179,6,1,9890,tracerouteasncounts
26180,206382,2,10082,tracerouteasncounts
26181,173,13,10278,tracerouteasncounts
26182,689699,27,11486,tracerouteasncounts
26183,23748,99,12496,tracerouteasncounts
26184,72729,526,13693,tracerouteasncounts
26185,1989,29,14164,tracerouteasncounts
26186,46,3,14317,tracerouteasncounts
26187,38666,22,14454,tracerouteasncounts
26188,1664,105,14513,tracerouteasncounts
26189,10941,11,14742,tracerouteasncounts
26190,146933,2,15548,tracerouteasncounts
26191,3251,2,15583,tracerouteasncounts
26192,130,2,15819,tracerouteasncounts
26193,45,4,16787,tracerouteasncounts
26194,375,2,17155,tracerouteasncounts
26195,951,184,18318,tracerouteasncounts
26196,362616,26,19019,tracerouteasncounts
26197,108,3,19718,tracerouteasncounts
26198,119,2,20008,tracerouteasncounts
26199,417,1,20338,tracerouteasncounts
26200,20,2,20515,tracerouteasncounts
26201,1088,7,20545,tracerouteasncounts
26202,16,4,20972,tracerouteasncounts
26203,6299,64,21898,tracerouteasncounts
26204,18,1,23070,tracerouteasncounts
26205,49346,3,23078,tracerouteasncounts
26206,218816,6,23582,tracerouteasncounts
26207,954,7,23659,tracerouteasncounts
26208,630,30,24254,tracerouteasncounts
26209,124,8,25169,tracerouteasncounts
26210,295,1,25278,tracerouteasncounts
26211,47,3,25364,tracerouteasncounts
26212,61360,127,25408,tracerouteasncounts
26213,11383,52,25651,tracerouteasncounts
26214,794,1,25696,tracerouteasncounts
26215,6998,3,25753,tracerouteasncounts
26216,626,1,25916,tracerouteasncounts
26217,110664,4,25923,tracerouteasncounts
26218,2521,6,26216,tracerouteasncounts
26219,592361,1,26298,tracerouteasncounts
26220,5188,8,26405,tracerouteasncounts
26221,68170,1,26521,tracerouteasncounts
26222,815,16,26606,tracerouteasncounts
26223,329,1,26767,tracerouteasncounts
26224,86,1,27604,tracerouteasncounts
26225,8225,3,27623,tracerouteasncounts
26226,922,40,28262,tracerouteasncounts
26227,136,3,28273,tracerouteasncounts
26228,2585,33,29825,tracerouteasncounts
26229,23436,11,30175,tracerouteasncounts
26230,195,16,30779,tracerouteasncounts
26231,14,3,30787,tracerouteasncounts
26232,66,1,30910,tracerouteasncounts
26233,1977,2,31431,tracerouteasncounts
26234,6,1,31559,tracerouteasncounts
26235,1408,5,32461,tracerouteasncounts
26236,306317,2,32834,tracerouteasncounts
26237,119,2,34146,tracerouteasncounts
26238,2450,116,34661,tracerouteasncounts
26239,138033,2585,35244,tracerouteasncounts
26240,15510,1,35698,tracerouteasncounts
26241,18,1,36140,tracerouteasncounts
26242,116,1,36717,tracerouteasncounts
26243,35251,200,37049,tracerouteasncounts
26244,32913,463,37223,tracerouteasncounts
26245,17392,89,37403,tracerouteasncounts
26246,4400,22,37653,tracerouteasncounts
26247,683,34,38450,tracerouteasncounts
26248,12099,81,39093,tracerouteasncounts
26249,3,1,39163,tracerouteasncounts
26250,8734,27,39180,tracerouteasncounts
26251,103435,2,39358,tracerouteasncounts
26252,3054,5,39710,tracerouteasncounts
26253,713,36,39777,tracerouteasncounts
26254,16116,2,39990,tracerouteasncounts
26255,106324,1,40525,tracerouteasncounts
26256,84,2,40565,tracerouteasncounts
26257,246,8,42676,tracerouteasncounts
26258,44,1,42886,tracerouteasncounts
26259,834,2,43973,tracerouteasncounts
26260,1899,199,44285,tracerouteasncounts
26261,971,170,44747,tracerouteasncounts
26262,5361,2,45813,tracerouteasncounts
26263,6087,1,46716,tracerouteasncounts
26264,19357,3,46821,tracerouteasncounts
26265,3,1,46956,tracerouteasncounts
26266,76895,4,47186,tracerouteasncounts
26267,23,3,47674,tracerouteasncounts
26268,3378,48,47702,tracerouteasncounts
26269,203,16,48045,tracerouteasncounts
26270,345,1,48229,tracerouteasncounts
26271,1,1,48353,tracerouteasncounts
26272,2244,19,49221,tracerouteasncounts
26273,554,2,49523,tracerouteasncounts
26274,1190,10,49749,tracerouteasncounts
26275,53,6,51522,tracerouteasncounts
26276,4829,282,51681,tracerouteasncounts
26277,4,1,51975,tracerouteasncounts
26278,3447,126,52238,tracerouteasncounts
26279,86,24,52749,tracerouteasncounts
26280,39,2,52922,tracerouteasncounts
26281,486,67,52938,tracerouteasncounts
26282,3866,198,53162,tracerouteasncounts
26283,1037,313,53171,tracerouteasncounts
26284,16,1,54230,tracerouteasncounts
26285,1184,7,55732,tracerouteasncounts
26286,1,1,56993,tracerouteasncounts
26287,3469,7,57069,tracerouteasncounts
26288,18,1,57725,tracerouteasncounts
26289,195,5,58757,tracerouteasncounts
26290,18,1,59748,tracerouteasncounts
26291,274,1,60578,tracerouteasncounts
26292,271,10,60589,tracerouteasncounts
26293,368,6,60881,tracerouteasncounts
26294,111083,26,61128,tracerouteasncounts
26295,137,38,61139,tracerouteasncounts
26296,1979,237,61512,tracerouteasncounts
26297,17,12,61702,tracerouteasncounts
26298,68,18,61762,tracerouteasncounts
26299,55,2,62167,tracerouteasncounts
26300,15025,58,63383,tracerouteasncounts
26301,393,135,131952,tracerouteasncounts
26302,2812,7,132354,tracerouteasncounts
26303,247,13,133972,tracerouteasncounts
26304,1066,10,134054,tracerouteasncounts
26305,14,1,134075,tracerouteasncounts
26306,74,4,134634,tracerouteasncounts
26307,2086,15,134850,tracerouteasncounts
26308,3,2,135172,tracerouteasncounts
26309,3273,2,135555,tracerouteasncounts
26310,24,4,136582,tracerouteasncounts
26311,102,6,138494,tracerouteasncounts
26312,28120,135,138520,tracerouteasncounts
26313,18,1,138546,tracerouteasncounts
26314,452,25,139526,tracerouteasncounts
26315,41,2,139601,tracerouteasncounts
26316,1726,63,139766,tracerouteasncounts
26317,83,5,140229,tracerouteasncounts
26318,6849,727,141461,tracerouteasncounts
26319,7383,15,196655,tracerouteasncounts
26320,784,7,196883,tracerouteasncounts
26321,350925,14088,197288,tracerouteasncounts
26322,2456,28,197742,tracerouteasncounts
26323,7,2,197912,tracerouteasncounts
26324,84,4,198030,tracerouteasncounts
26325,5438,10,198477,tracerouteasncounts
26326,13515,588,198605,tracerouteasncounts
26327,6,1,198752,tracerouteasncounts
26328,1,1,199074,tracerouteasncounts
26329,233,2,199225,tracerouteasncounts
26330,2203,9,199490,tracerouteasncounts
26331,5,3,199608,tracerouteasncounts
26332,2261,1,199869,tracerouteasncounts
26333,17884,2,201528,tracerouteasncounts
26334,2053,1,201676,tracerouteasncounts
26335,151,1,201951,tracerouteasncounts
26336,1196,58,203540,tracerouteasncounts
26337,3070,4,207886,tracerouteasncounts
26338,40,1,208087,tracerouteasncounts
26339,223,13,208152,tracerouteasncounts
26340,20,1,209052,tracerouteasncounts
26341,630,4,209073,tracerouteasncounts
26342,172,3,210318,tracerouteasncounts
26343,2575,200,262740,tracerouteasncounts
26344,986,172,262802,tracerouteasncounts
26345,1212,120,262970,tracerouteasncounts
26346,482,21,263041,tracerouteasncounts
26347,638,62,263042,tracerouteasncounts
26348,565,133,263442,tracerouteasncounts
26349,487,46,264679,tracerouteasncounts
26350,86,58,264767,tracerouteasncounts
26351,1276,6,264813,tracerouteasncounts
26352,404,9,265025,tracerouteasncounts
26353,2425,1,265218,tracerouteasncounts
26354,190,13,265339,tracerouteasncounts
26355,191,41,265482,tracerouteasncounts
26356,148,16,265631,tracerouteasncounts
26357,33,12,266258,tracerouteasncounts
26358,179,7,266825,tracerouteasncounts
26359,25,1,266901,tracerouteasncounts
26360,512,42,267117,tracerouteasncounts
26361,64,24,267186,tracerouteasncounts
26362,5,4,267391,tracerouteasncounts
26363,458,85,267608,tracerouteasncounts
26364,85,20,267746,tracerouteasncounts
26365,2511,22,267757,tracerouteasncounts
26366,77,18,267958,tracerouteasncounts
26367,60,17,268161,tracerouteasncounts
26368,537,13,269366,tracerouteasncounts
26369,73,8,269587,tracerouteasncounts
26370,67,27,269604,tracerouteasncounts
26371,2253,41,270949,tracerouteasncounts
26372,16,1,328086,tracerouteasncounts
26373,922,4,328474,tracerouteasncounts
26374,176,1,328501,tracerouteasncounts
26375,393,6,395634,tracerouteasncounts
26376,444,1,395638,tracerouteasncounts
26377,78720,1,395694,tracerouteasncounts
26378,431,1,395821,tracerouteasncounts
26379,1057,9,396264,tracerouteasncounts
26380,852,5,397362,tracerouteasncounts
26381,6,1,397480,tracerouteasncounts
26382,7,1,1888,tracerouteasncounts
26383,46027,82,2854,tracerouteasncounts
26384,132,11,3592,tracerouteasncounts
26385,14462,21,3681,tracerouteasncounts
26386,129,1,5022,tracerouteasncounts
26387,14243,89,6059,tracerouteasncounts
26388,5091,56,6280,tracerouteasncounts
26389,51,5,6507,tracerouteasncounts
26390,260007,1477,6677,tracerouteasncounts
26391,1,1,6775,tracerouteasncounts
26392,245,70,8278,tracerouteasncounts
26393,90904,81,11525,tracerouteasncounts
26394,4762723,12769,12271,tracerouteasncounts
26395,3278,21,12460,tracerouteasncounts
26396,103,3,13242,tracerouteasncounts
26397,5520,10,13522,tracerouteasncounts
26398,8586,1,13570,tracerouteasncounts
26399,31921,134,14288,tracerouteasncounts
26400,9037,12,14858,tracerouteasncounts
26401,57,1,15277,tracerouteasncounts
26402,48,1,15620,tracerouteasncounts
26403,553,46,16628,tracerouteasncounts
26404,5534,1,16914,tracerouteasncounts
26405,8,1,16927,tracerouteasncounts
26406,258,1,17403,tracerouteasncounts
26407,291,44,17584,tracerouteasncounts
26408,237310,84,20141,tracerouteasncounts
26409,43405,2,20349,tracerouteasncounts
26410,201,10,20813,tracerouteasncounts
26411,1437,12,21748,tracerouteasncounts
26412,49,2,22612,tracerouteasncounts
26413,88516,66,23719,tracerouteasncounts
26414,6006,6,24107,tracerouteasncounts
26415,49,1,24467,tracerouteasncounts
26416,18350,5,24778,tracerouteasncounts
26417,1,1,25234,tracerouteasncounts
26418,982,4,25653,tracerouteasncounts
26419,227,5,25706,tracerouteasncounts
26420,721,1,25732,tracerouteasncounts
26421,52,1,25940,tracerouteasncounts
26422,1782,8,26296,tracerouteasncounts
26423,1832,11,27975,tracerouteasncounts
26424,9986,15,29470,tracerouteasncounts
26425,1,1,29720,tracerouteasncounts
26426,3827,11,31566,tracerouteasncounts
26427,103,3,31923,tracerouteasncounts
26428,605,2,31977,tracerouteasncounts
26429,459,1,33242,tracerouteasncounts
26430,6,1,33459,tracerouteasncounts
26431,3085,48,33623,tracerouteasncounts
26432,24380,4,33633,tracerouteasncounts
26433,6157,10,33838,tracerouteasncounts
26434,2239,12,34265,tracerouteasncounts
26435,580,6,34549,tracerouteasncounts
26436,33,2,34663,tracerouteasncounts
26437,16020,129,37294,tracerouteasncounts
26438,1,1,37362,tracerouteasncounts
26439,926,5,37555,tracerouteasncounts
26440,17,7,38104,tracerouteasncounts
26441,1355,38,38330,tracerouteasncounts
26442,951,20,40022,tracerouteasncounts
26443,1008,77,42248,tracerouteasncounts
26444,1480,6,42259,tracerouteasncounts
26445,12439,4,42423,tracerouteasncounts
26446,2238,6,44206,tracerouteasncounts
26447,1758,3,44808,tracerouteasncounts
26448,1459,2,44855,tracerouteasncounts
26449,1703,26,46253,tracerouteasncounts
26450,28858,77,46328,tracerouteasncounts
26451,8170,2,46759,tracerouteasncounts
26452,1,1,47843,tracerouteasncounts
26453,20,2,48025,tracerouteasncounts
26454,274,2,48576,tracerouteasncounts
26455,1519,9,49402,tracerouteasncounts
26456,118,7,49777,tracerouteasncounts
26457,1678,8,49804,tracerouteasncounts
26458,2487,2,49954,tracerouteasncounts
26459,304,2,50179,tracerouteasncounts
26460,3175,53,50181,tracerouteasncounts
26461,41,4,50979,tracerouteasncounts
26462,1335,16,51495,tracerouteasncounts
26463,74,1,51502,tracerouteasncounts
26464,75,1,51766,tracerouteasncounts
26465,27,2,51892,tracerouteasncounts
26466,22,1,51995,tracerouteasncounts
26467,544,2,52552,tracerouteasncounts
26468,431,1,53360,tracerouteasncounts
26469,9,4,53779,tracerouteasncounts
