,#Field:count,sourceIPCount,endUserASN,which_data
8574,342,2,32951,tracerouteasncounts
8575,15,1,33100,tracerouteasncounts
8576,181,1,33484,tracerouteasncounts
8577,860,12,34931,tracerouteasncounts
8578,1107,1,36199,tracerouteasncounts
8579,5305,1,36227,tracerouteasncounts
8580,2357,1,36517,tracerouteasncounts
8581,379465,1209,36937,tracerouteasncounts
8582,141,3,37121,tracerouteasncounts
8583,138,10,37192,tracerouteasncounts
8584,1718,22,37208,tracerouteasncounts
8585,216358,360,37282,tracerouteasncounts
8586,1476,221,38096,tracerouteasncounts
8587,1429,12,38165,tracerouteasncounts
8588,54446,4,39957,tracerouteasncounts
8589,4528,1,40055,tracerouteasncounts
8590,66,1,40137,tracerouteasncounts
8591,4299,116,40246,tracerouteasncounts
8592,8907,40,40281,tracerouteasncounts
8593,270,4,40579,tracerouteasncounts
8594,302,2,41100,tracerouteasncounts
8595,1472,5,41952,tracerouteasncounts
8596,38,4,43869,tracerouteasncounts
8597,278,2,43984,tracerouteasncounts
8598,582,27,44309,tracerouteasncounts
8599,667,70,44462,tracerouteasncounts
8600,110,15,44626,tracerouteasncounts
8601,275,11,45625,tracerouteasncounts
8602,2300,11,46164,tracerouteasncounts
8603,12613,2,47110,tracerouteasncounts
8604,843,7,47949,tracerouteasncounts
8605,1,1,48095,tracerouteasncounts
8606,7832,1,48623,tracerouteasncounts
8607,1531,4,48626,tracerouteasncounts
8608,261424,940,48728,tracerouteasncounts
8609,18,1,49311,tracerouteasncounts
8610,463,10,49940,tracerouteasncounts
8611,10929,10,50126,tracerouteasncounts
8612,1668,13,50148,tracerouteasncounts
8613,2876,3,50182,tracerouteasncounts
8614,54,1,50465,tracerouteasncounts
8615,1771,226,51737,tracerouteasncounts
8616,12904,1,51832,tracerouteasncounts
8617,164,1,51953,tracerouteasncounts
8618,28,1,52114,tracerouteasncounts
8619,1580,264,52568,tracerouteasncounts
8620,213,22,52634,tracerouteasncounts
8621,405,47,52696,tracerouteasncounts
8622,2005,191,53138,tracerouteasncounts
8623,23,15,53185,tracerouteasncounts
8624,1339,6,53450,tracerouteasncounts
8625,137,1,53475,tracerouteasncounts
8626,957,1,54437,tracerouteasncounts
8627,3,1,55064,tracerouteasncounts
8628,990,6,57354,tracerouteasncounts
8629,4,3,57485,tracerouteasncounts
8630,547,1,58631,tracerouteasncounts
8631,359,2,59471,tracerouteasncounts
8632,1510,46,60820,tracerouteasncounts
8633,4121,1,62498,tracerouteasncounts
8634,1936,4,131316,tracerouteasncounts
8635,106,3,132217,tracerouteasncounts
8636,1313,31,132535,tracerouteasncounts
8637,1903,38,133283,tracerouteasncounts
8638,10246,10,134378,tracerouteasncounts
8639,9,1,134818,tracerouteasncounts
8640,356,10,135155,tracerouteasncounts
8641,1155,6,135326,tracerouteasncounts
8642,569,28,135632,tracerouteasncounts
8643,36,4,136141,tracerouteasncounts
8644,151804,2,136261,tracerouteasncounts
8645,75,1,136490,tracerouteasncounts
8646,281,7,136653,tracerouteasncounts
8647,4,1,136669,tracerouteasncounts
8648,5061,39,137633,tracerouteasncounts
8649,696,12,137990,tracerouteasncounts
8650,19198,1,138162,tracerouteasncounts
8651,1057,68,138378,tracerouteasncounts
8652,2,1,138732,tracerouteasncounts
8653,2758,24,138737,tracerouteasncounts
8654,7,2,140224,tracerouteasncounts
8655,405,9,140993,tracerouteasncounts
8656,2,1,197209,tracerouteasncounts
8657,1737,11,198023,tracerouteasncounts
8658,20017,3,198848,tracerouteasncounts
8659,189,1,198896,tracerouteasncounts
8660,397,1,199148,tracerouteasncounts
8661,155,7,199503,tracerouteasncounts
8662,1405,8,199775,tracerouteasncounts
8663,776,49,199947,tracerouteasncounts
8664,13731,34,200665,tracerouteasncounts
8665,16574,160,201035,tracerouteasncounts
8666,1,1,201133,tracerouteasncounts
8667,4724,2,201346,tracerouteasncounts
8668,123,4,201407,tracerouteasncounts
8669,235,13,202281,tracerouteasncounts
8670,3,1,202840,tracerouteasncounts
8671,2267,9,203018,tracerouteasncounts
8672,1123,116,203499,tracerouteasncounts
8673,52,2,203941,tracerouteasncounts
8674,59,1,205070,tracerouteasncounts
8675,37026,2,205435,tracerouteasncounts
8676,2108,29,205769,tracerouteasncounts
8677,152,1,205851,tracerouteasncounts
8678,18888,1267,206375,tracerouteasncounts
8679,26458,1,206441,tracerouteasncounts
8680,518,53,206930,tracerouteasncounts
8681,153,3,207690,tracerouteasncounts
8682,169,1,208042,tracerouteasncounts
8683,48531,681,210278,tracerouteasncounts
8684,19,6,212929,tracerouteasncounts
8685,101,62,262736,tracerouteasncounts
8686,1208,227,263154,tracerouteasncounts
8687,55622,57,263189,tracerouteasncounts
8688,7733,332,263297,tracerouteasncounts
8689,1004,66,263445,tracerouteasncounts
8690,357,13,263795,tracerouteasncounts
8691,843,21,263874,tracerouteasncounts
8692,17,7,263940,tracerouteasncounts
8693,1213,182,264386,tracerouteasncounts
8694,94,23,264702,tracerouteasncounts
8695,920,17,264796,tracerouteasncounts
8696,397,44,265275,tracerouteasncounts
8697,477,43,265424,tracerouteasncounts
8698,607,82,265724,tracerouteasncounts
8699,194,20,265931,tracerouteasncounts
8700,507,31,266185,tracerouteasncounts
8701,207,36,266385,tracerouteasncounts
8702,617,97,266460,tracerouteasncounts
8703,483,13,267720,tracerouteasncounts
8704,6,1,268507,tracerouteasncounts
8705,85,9,269018,tracerouteasncounts
8706,189,5,269521,tracerouteasncounts
8707,93,18,269573,tracerouteasncounts
8708,678,112,269597,tracerouteasncounts
8709,271,9,269709,tracerouteasncounts
8710,62,1,270086,tracerouteasncounts
8711,22,17,270312,tracerouteasncounts
8712,71,17,270749,tracerouteasncounts
8713,4,3,270884,tracerouteasncounts
8714,191,13,270918,tracerouteasncounts
8715,2,2,270948,tracerouteasncounts
8716,4,1,327908,tracerouteasncounts
8717,47,1,327928,tracerouteasncounts
8718,13,3,328093,tracerouteasncounts
8719,38208,16,328333,tracerouteasncounts
8720,49431,2,393485,tracerouteasncounts
8721,3964,1,393647,tracerouteasncounts
8722,1184,5,395323,tracerouteasncounts
8723,222,1,395441,tracerouteasncounts
8724,5567,1,396837,tracerouteasncounts
8725,17605,13,397005,tracerouteasncounts
8726,242,2,398535,tracerouteasncounts
8727,2519,4,1965,tracerouteasncounts
8728,808996,37,2665,tracerouteasncounts
8729,786992,135,3790,tracerouteasncounts
8730,26679,80,5087,tracerouteasncounts
8731,2402,109,6360,tracerouteasncounts
8732,1,1,6718,tracerouteasncounts
8733,1597,2,6839,tracerouteasncounts
8734,1981,3,7486,tracerouteasncounts
8735,799,64,7624,tracerouteasncounts
8736,80,2,8317,tracerouteasncounts
8737,640,77,9323,tracerouteasncounts
8738,3588,3,10250,tracerouteasncounts
8739,54440,9,10511,tracerouteasncounts
8740,210,1,11025,tracerouteasncounts
8741,54040,7,11491,tracerouteasncounts
8742,157,2,11852,tracerouteasncounts
8743,2617,99,12315,tracerouteasncounts
8744,5532439,23136,12322,tracerouteasncounts
8745,31,1,13967,tracerouteasncounts
8746,6770,1,14170,tracerouteasncounts
8747,68,2,14411,tracerouteasncounts
8748,48710,4,15026,tracerouteasncounts
8749,6921,138,15065,tracerouteasncounts
8750,28369,96,15199,tracerouteasncounts
8751,81127,2185,15480,tracerouteasncounts
8752,2852,495,15617,tracerouteasncounts
8753,20179,1,16782,tracerouteasncounts
8754,183,1,17131,tracerouteasncounts
8755,26709,9,17535,tracerouteasncounts
8756,33674,28,17645,tracerouteasncounts
8757,7393,2,18539,tracerouteasncounts
8758,524,7,19246,tracerouteasncounts
8759,688,17,20893,tracerouteasncounts
8760,118,1,21699,tracerouteasncounts
8761,3582947,2073,21928,tracerouteasncounts
8762,937,12,22764,tracerouteasncounts
8763,7594,15,23486,tracerouteasncounts
8764,360,24,23570,tracerouteasncounts
8765,13366,51,24028,tracerouteasncounts
8766,190,1,25407,tracerouteasncounts
8767,44016,181,25764,tracerouteasncounts
8768,8,1,25871,tracerouteasncounts
8769,8889,17,26130,tracerouteasncounts
8770,1465,9,26585,tracerouteasncounts
8771,2,2,26749,tracerouteasncounts
8772,3,1,27023,tracerouteasncounts
8773,164706,1828,27665,tracerouteasncounts
8774,8,1,28117,tracerouteasncounts
8775,2602506,19549,28548,tracerouteasncounts
8776,21,1,28561,tracerouteasncounts
8777,2,1,28625,tracerouteasncounts
8778,4,3,28850,tracerouteasncounts
8779,432,4,29143,tracerouteasncounts
8780,4,1,29443,tracerouteasncounts
8781,297,1,30412,tracerouteasncounts
8782,9783,82,30676,tracerouteasncounts
8783,48,1,30919,tracerouteasncounts
8784,3,1,31086,tracerouteasncounts
8785,33,1,32341,tracerouteasncounts
8786,1783,1,32689,tracerouteasncounts
8787,208,2,33845,tracerouteasncounts
8788,10141,5,34540,tracerouteasncounts
8789,8709,81,35100,tracerouteasncounts
8790,20349,631,35224,tracerouteasncounts
8791,79,3,35778,tracerouteasncounts
8792,58,9,36934,tracerouteasncounts
8793,31,2,37201,tracerouteasncounts
8794,1832,31,38614,tracerouteasncounts
8795,10476,32,39537,tracerouteasncounts
8796,116,1,39722,tracerouteasncounts
8797,29303,1,40077,tracerouteasncounts
8798,8771,23,40393,tracerouteasncounts
8799,89872,199,40702,tracerouteasncounts
8800,55479,1,41561,tracerouteasncounts
8801,24215,2,41848,tracerouteasncounts
8802,2799,17,43699,tracerouteasncounts
8803,293,9,43909,tracerouteasncounts
8804,872,16,45043,tracerouteasncounts
8805,105879,636,45763,tracerouteasncounts
8806,6853,17,46868,tracerouteasncounts
8807,479,10,47064,tracerouteasncounts
8808,992,3,47361,tracerouteasncounts
8809,656,9,47748,tracerouteasncounts
8810,2250,9,48479,tracerouteasncounts
8811,18,1,48559,tracerouteasncounts
8812,339,1,48706,tracerouteasncounts
8813,26,9,49609,tracerouteasncounts
8814,1057,1,50202,tracerouteasncounts
8815,35304,759,50522,tracerouteasncounts
8816,263,3,50620,tracerouteasncounts
8817,685,8,50957,tracerouteasncounts
8818,6,1,51525,tracerouteasncounts
8819,308378,1553,52468,tracerouteasncounts
8820,40,6,52897,tracerouteasncounts
8821,266,2,53443,tracerouteasncounts
8822,998,19,54326,tracerouteasncounts
8823,324,3,54594,tracerouteasncounts
8824,4065,19,55581,tracerouteasncounts
8825,24859,31,57752,tracerouteasncounts
8826,3247,6,57843,tracerouteasncounts
8827,116,1,58301,tracerouteasncounts
8828,20358,27,58411,tracerouteasncounts
8829,149,1,58989,tracerouteasncounts
8830,27359,1,59951,tracerouteasncounts
8831,381,3,60119,tracerouteasncounts
8832,114,59,61820,tracerouteasncounts
8833,165,68,61871,tracerouteasncounts
8834,5082,12,63967,tracerouteasncounts
8835,25938,1,131290,tracerouteasncounts
8836,4,3,131353,tracerouteasncounts
8837,217,23,132668,tracerouteasncounts
8838,2453,11,133232,tracerouteasncounts
8839,257,24,134520,tracerouteasncounts
8840,16,5,134888,tracerouteasncounts
8841,221,2,136085,tracerouteasncounts
8842,561,7,137040,tracerouteasncounts
8843,46,1,137051,tracerouteasncounts
8844,4,1,137304,tracerouteasncounts
8845,179,9,137483,tracerouteasncounts
8846,301,8,137551,tracerouteasncounts
8847,211,6,137604,tracerouteasncounts
8848,257,16,138043,tracerouteasncounts
8849,142,4,138136,tracerouteasncounts
8850,1549,6,138287,tracerouteasncounts
8851,137,9,138465,tracerouteasncounts
8852,106,30,138476,tracerouteasncounts
8853,920,2,138634,tracerouteasncounts
8854,2444,1,139234,tracerouteasncounts
8855,95,6,139310,tracerouteasncounts
8856,96,7,139951,tracerouteasncounts
8857,25,5,140431,tracerouteasncounts
8858,694,6,197262,tracerouteasncounts
8859,70517,1,197410,tracerouteasncounts
8860,163,2,197447,tracerouteasncounts
8861,683,11,197667,tracerouteasncounts
8862,243,16,198961,tracerouteasncounts
8863,919,6,200678,tracerouteasncounts
8864,567,39,201508,tracerouteasncounts
8865,151,2,201959,tracerouteasncounts
8866,73,1,203687,tracerouteasncounts
8867,6,4,204797,tracerouteasncounts
8868,195,2,205332,tracerouteasncounts
8869,469,3,205513,tracerouteasncounts
8870,13,2,206377,tracerouteasncounts
8871,14328,88,207199,tracerouteasncounts
8872,86,15,207286,tracerouteasncounts
8873,703,4,208599,tracerouteasncounts
8874,36,7,208841,tracerouteasncounts
8875,7,4,209371,tracerouteasncounts
8876,51689,2,209540,tracerouteasncounts
8877,32,20,210055,tracerouteasncounts
8878,363,6,262245,tracerouteasncounts
8879,508,21,262540,tracerouteasncounts
8880,1196,193,262812,tracerouteasncounts
8881,761,173,263137,tracerouteasncounts
8882,116,12,263353,tracerouteasncounts
8883,930,75,263391,tracerouteasncounts
8884,2321,102,263470,tracerouteasncounts
8885,827,1,263556,tracerouteasncounts
8886,4635,2,263605,tracerouteasncounts
8887,85,21,263666,tracerouteasncounts
8888,16,1,264467,tracerouteasncounts
8889,227,22,264600,tracerouteasncounts
8890,325,20,264719,tracerouteasncounts
8891,130,17,264851,tracerouteasncounts
8892,698,28,265116,tracerouteasncounts
8893,293,11,265180,tracerouteasncounts
8894,7270,64,265525,tracerouteasncounts
8895,853,67,265942,tracerouteasncounts
8896,65,28,266449,tracerouteasncounts
8897,148,17,267116,tracerouteasncounts
8898,188,15,268197,tracerouteasncounts
8899,58,37,268245,tracerouteasncounts
8900,21,15,268812,tracerouteasncounts
8901,95,8,269272,tracerouteasncounts
8902,354,21,270653,tracerouteasncounts
8903,34,17,270672,tracerouteasncounts
8904,86,8,270958,tracerouteasncounts
8905,45,12,271090,tracerouteasncounts
8906,144,2,328053,tracerouteasncounts
8907,488,10,328575,tracerouteasncounts
8908,1,1,393556,tracerouteasncounts
8909,8,2,394286,tracerouteasncounts
8910,152,2,394347,tracerouteasncounts
8911,240,9,394579,tracerouteasncounts
8912,319,1,394597,tracerouteasncounts
8913,71,1,394779,tracerouteasncounts
8914,1466,1,395572,tracerouteasncounts
8915,5814,2,396098,tracerouteasncounts
8916,49,1,397370,tracerouteasncounts
8917,194,4,397376,tracerouteasncounts
8918,5085,1,397776,tracerouteasncounts
8919,6515,1045,1114,tracerouteasncounts
8920,2,1,1467,tracerouteasncounts
8921,71,3,2471,tracerouteasncounts
8922,198,2,3218,tracerouteasncounts
8923,20418,297,3255,tracerouteasncounts
8924,145,10,3606,tracerouteasncounts
8925,8,2,3968,tracerouteasncounts
8926,14,1,4241,tracerouteasncounts
8927,26283,8,6421,tracerouteasncounts
8928,250,2,6862,tracerouteasncounts
8929,1,1,8207,tracerouteasncounts
8930,508,22,8285,tracerouteasncounts
8931,171,19,8450,tracerouteasncounts
8932,128,1,8790,tracerouteasncounts
8933,16346,11,9809,tracerouteasncounts
8934,6709,34,10538,tracerouteasncounts
8935,3347,17,11142,tracerouteasncounts
8936,4636,1,11308,tracerouteasncounts
8937,98086,984,13272,tracerouteasncounts
8938,3100,10,13727,tracerouteasncounts
8939,1268,132,14457,tracerouteasncounts
8940,1213,19,14971,tracerouteasncounts
8941,5917,26,15142,tracerouteasncounts
8942,509,18,15171,tracerouteasncounts
8943,2,1,18090,tracerouteasncounts
8944,1083,1,18440,tracerouteasncounts
8945,196861,3,18789,tracerouteasncounts
8946,642,1,19980,tracerouteasncounts
8947,86,2,20159,tracerouteasncounts
8948,6786,10,22530,tracerouteasncounts
8949,1018,1,23367,tracerouteasncounts
8950,7392,52,23930,tracerouteasncounts
8951,557106,45130,23969,tracerouteasncounts
8952,3654,87,24349,tracerouteasncounts
8953,53,4,24568,tracerouteasncounts
8954,7425,101,25417,tracerouteasncounts
8955,106,1,25714,tracerouteasncounts
8956,1488,1,26826,tracerouteasncounts
8957,520,58,28037,tracerouteasncounts
8958,75,25,28182,tracerouteasncounts
8959,9424,408,28330,tracerouteasncounts
8960,692,4,29071,tracerouteasncounts
8961,367,3,29376,tracerouteasncounts
8962,3320,2,29875,tracerouteasncounts
8963,3788,1,30087,tracerouteasncounts
8964,354,1,30158,tracerouteasncounts
8965,178,6,30709,tracerouteasncounts
8966,11814,2,32113,tracerouteasncounts
8967,1141,3,32138,tracerouteasncounts
8968,114,1,32410,tracerouteasncounts
8969,16208,1,32684,tracerouteasncounts
8970,977,1,33014,tracerouteasncounts
8971,729,1,33529,tracerouteasncounts
8972,964,9,34073,tracerouteasncounts
8973,4269,8,34470,tracerouteasncounts
8974,27656,48,35625,tracerouteasncounts
8975,25341,67,35729,tracerouteasncounts
8976,157,3,36170,tracerouteasncounts
8977,35,5,36368,tracerouteasncounts
8978,23445,2,36373,tracerouteasncounts
8979,9135,853,36998,tracerouteasncounts
8980,10352,95,37150,tracerouteasncounts
8981,107,4,37232,tracerouteasncounts
8982,8578,106,37266,tracerouteasncounts
8983,890,52,38144,tracerouteasncounts
8984,22,1,38580,tracerouteasncounts
8985,66,1,40342,tracerouteasncounts
8986,3071,44,40772,tracerouteasncounts
8987,3019,50,40918,tracerouteasncounts
8988,2033,8,41344,tracerouteasncounts
8989,17489,1,41433,tracerouteasncounts
8990,7,2,42057,tracerouteasncounts
8991,1428,9,42539,tracerouteasncounts
8992,2764,2,42625,tracerouteasncounts
8993,6,1,44646,tracerouteasncounts
8994,1641,285,44647,tracerouteasncounts
8995,1961,16,44700,tracerouteasncounts
8996,5255,29,46446,tracerouteasncounts
8997,123,1,46613,tracerouteasncounts
8998,862,4,46962,tracerouteasncounts
8999,7015,52,47132,tracerouteasncounts
9000,60,1,47682,tracerouteasncounts
9001,1,1,48281,tracerouteasncounts
9002,14,1,49507,tracerouteasncounts
9003,894,5,49825,tracerouteasncounts
9004,294,10,50204,tracerouteasncounts
9005,51,1,51147,tracerouteasncounts
9006,10,3,51352,tracerouteasncounts
9007,208,88,51559,tracerouteasncounts
9008,636,95,52402,tracerouteasncounts
9009,47,11,52535,tracerouteasncounts
9010,210,28,52556,tracerouteasncounts
9011,180,12,52589,tracerouteasncounts
9012,4572,267,53102,tracerouteasncounts
9013,1628,222,53209,tracerouteasncounts
9014,2463,5,53384,tracerouteasncounts
9015,4982,164,54574,tracerouteasncounts
9016,41369,1,54691,tracerouteasncounts
9017,44774,1,54860,tracerouteasncounts
9018,18,3,54963,tracerouteasncounts
9019,2350,48,55461,tracerouteasncounts
9020,170,1,55525,tracerouteasncounts
9021,598,10,57778,tracerouteasncounts
9022,1,1,58515,tracerouteasncounts
9023,344,5,58912,tracerouteasncounts
9024,6300,64,58923,tracerouteasncounts
9025,23,1,59116,tracerouteasncounts
9026,542,19,59869,tracerouteasncounts
9027,271,1,60450,tracerouteasncounts
9028,169,5,60468,tracerouteasncounts
9029,79,2,60738,tracerouteasncounts
9030,840,45,61349,tracerouteasncounts
9031,27496,3,61572,tracerouteasncounts
9032,32608,1,63418,tracerouteasncounts
9033,2013,105,64300,tracerouteasncounts
9034,325,32,131745,tracerouteasncounts
9035,1154,3,132619,tracerouteasncounts
9036,3800,4,133030,tracerouteasncounts
9037,16,1,133081,tracerouteasncounts
9038,80,6,133988,tracerouteasncounts
9039,170,3,134656,tracerouteasncounts
9040,540,9,134967,tracerouteasncounts
9041,97,2,135204,tracerouteasncounts
9042,2,1,135485,tracerouteasncounts
9043,1911,23,135628,tracerouteasncounts
9044,1637,33,136370,tracerouteasncounts
9045,126,1,137054,tracerouteasncounts
9046,4,1,138202,tracerouteasncounts
9047,30,1,138257,tracerouteasncounts
9048,60,7,139405,tracerouteasncounts
9049,75,2,139797,tracerouteasncounts
9050,72,4,139832,tracerouteasncounts
9051,5063,14,140681,tracerouteasncounts
9052,6,1,196726,tracerouteasncounts
9053,208,1,199378,tracerouteasncounts
9054,796,11,200814,tracerouteasncounts
9055,8,1,200967,tracerouteasncounts
9056,244,18,201185,tracerouteasncounts
9057,741,7,201618,tracerouteasncounts
9058,2524,35,201776,tracerouteasncounts
9059,7153,15,202089,tracerouteasncounts
9060,46,13,202308,tracerouteasncounts
9061,2918,118,203020,tracerouteasncounts
9062,33,1,203733,tracerouteasncounts
9063,6498,2,204284,tracerouteasncounts
9064,15190,2,205156,tracerouteasncounts
9065,37294,3,205555,tracerouteasncounts
9066,9346,54,206238,tracerouteasncounts
9067,234,7,207684,tracerouteasncounts
9068,33,1,213333,tracerouteasncounts
9069,33,2,262233,tracerouteasncounts
9070,2,2,262597,tracerouteasncounts
9071,1207,92,262791,tracerouteasncounts
9072,373,38,263530,tracerouteasncounts
9073,124,46,263548,tracerouteasncounts
9074,53,3,263837,tracerouteasncounts
9075,96,32,263848,tracerouteasncounts
9076,1780,56,264417,tracerouteasncounts
9077,177,48,264513,tracerouteasncounts
9078,1397,139,264758,tracerouteasncounts
9079,20,7,264974,tracerouteasncounts
9080,63,29,265074,tracerouteasncounts
9081,232,50,265472,tracerouteasncounts
9082,20,1,265519,tracerouteasncounts
9083,154,26,266440,tracerouteasncounts
9084,8,7,266541,tracerouteasncounts
9085,681,12,266833,tracerouteasncounts
9086,575,1,266960,tracerouteasncounts
9087,35,3,266969,tracerouteasncounts
9088,131,12,267334,tracerouteasncounts
9089,5,2,267909,tracerouteasncounts
9090,344,7,268172,tracerouteasncounts
9091,7,4,268349,tracerouteasncounts
9092,95,18,268579,tracerouteasncounts
9093,5,3,269097,tracerouteasncounts
9094,144,36,269308,tracerouteasncounts
9095,34,18,269490,tracerouteasncounts
9096,371,25,269566,tracerouteasncounts
9097,12,2,269743,tracerouteasncounts
9098,666,102,269782,tracerouteasncounts
9099,17,10,270432,tracerouteasncounts
9100,32,17,270441,tracerouteasncounts
9101,6,5,270871,tracerouteasncounts
9102,5,5,271058,tracerouteasncounts
9103,39,7,271134,tracerouteasncounts
9104,3,2,328423,tracerouteasncounts
9105,2756,4,393332,tracerouteasncounts
9106,457,1,393489,tracerouteasncounts
9107,4881,12,397074,tracerouteasncounts
9108,186,6,398480,tracerouteasncounts
9109,44,18,3640,tracerouteasncounts
9110,4148572,188860,4837,tracerouteasncounts
9111,39,9,6487,tracerouteasncounts
9112,1679,46,6798,tracerouteasncounts
9113,2055944,12490,6871,tracerouteasncounts
9114,793,52,7005,tracerouteasncounts
9115,6064,2136,8248,tracerouteasncounts
9116,18,5,9000,tracerouteasncounts
9117,756,404,9095,tracerouteasncounts
9118,714,8,9509,tracerouteasncounts
9119,196535,832,9658,tracerouteasncounts
9120,605,207,10175,tracerouteasncounts
9121,89430,324,10219,tracerouteasncounts
9122,108,1,10819,tracerouteasncounts
9123,1397,3,11073,tracerouteasncounts
9124,12,2,11466,tracerouteasncounts
9125,500,4,11770,tracerouteasncounts
9126,121,2,11951,tracerouteasncounts
9127,681,2,11978,tracerouteasncounts
9128,1997,69,12009,tracerouteasncounts
9129,238,10,12564,tracerouteasncounts
9130,179732,1095,13280,tracerouteasncounts
9131,2308,3,13620,tracerouteasncounts
9132,1346422,567,13649,tracerouteasncounts
9133,667,1,13719,tracerouteasncounts
9134,299,2,13743,tracerouteasncounts
9135,547,2,15297,tracerouteasncounts
9136,23,2,17901,tracerouteasncounts
9137,1132078,2,18964,tracerouteasncounts
9138,112,13,18978,tracerouteasncounts
9139,13216,2,19641,tracerouteasncounts
9140,2591,1,19885,tracerouteasncounts
9141,33,1,20527,tracerouteasncounts
9142,32878,600,20810,tracerouteasncounts
9143,928,2,22487,tracerouteasncounts
9144,120,2,23131,tracerouteasncounts
9145,4,2,23990,tracerouteasncounts
9146,76958,1025,24033,tracerouteasncounts
9147,101,2,24837,tracerouteasncounts
9148,1349,9,25389,tracerouteasncounts
9149,17462,22,25694,tracerouteasncounts
9150,1041,3,26404,tracerouteasncounts
9151,175,5,26955,tracerouteasncounts
9152,15925,13,27628,tracerouteasncounts
9153,35548,1386,28186,tracerouteasncounts
9154,293,5,28434,tracerouteasncounts
9155,658,10,28730,tracerouteasncounts
9156,40,1,28961,tracerouteasncounts
9157,1990,10,29674,tracerouteasncounts
9158,28456,68,31376,tracerouteasncounts
9159,30129,3,32104,tracerouteasncounts
9160,428,1,32126,tracerouteasncounts
9161,2388,2,32267,tracerouteasncounts
9162,8037,861,32780,tracerouteasncounts
9163,9549,2,35459,tracerouteasncounts
9164,213,1,35941,tracerouteasncounts
9165,10,1,37161,tracerouteasncounts
9166,236466,1235,37680,tracerouteasncounts
9167,784,8,39049,tracerouteasncounts
9168,263,10,39822,tracerouteasncounts
9169,1451,19,41096,tracerouteasncounts
9170,10402,1,42234,tracerouteasncounts
9171,135,4,43128,tracerouteasncounts
9172,8849,163,43513,tracerouteasncounts
9173,199,2,43903,tracerouteasncounts
9174,8801,3,44404,tracerouteasncounts
9175,3716,12,46523,tracerouteasncounts
9176,2281,30,47202,tracerouteasncounts
9177,2237,44,47241,tracerouteasncounts
9178,208,1,50287,tracerouteasncounts
9179,247,4,51068,tracerouteasncounts
9180,13,2,51350,tracerouteasncounts
9181,26,9,52488,tracerouteasncounts
9182,1048,91,52602,tracerouteasncounts
9183,685,74,52604,tracerouteasncounts
9184,546,34,52746,tracerouteasncounts
9185,315,53,52802,tracerouteasncounts
9186,4882,75,53048,tracerouteasncounts
9187,4807,10,53859,tracerouteasncounts
9188,580,2,54271,tracerouteasncounts
9189,4820,2,54292,tracerouteasncounts
9190,15703,3,54738,tracerouteasncounts
9191,13850,240,55341,tracerouteasncounts
9192,89723,1,55570,tracerouteasncounts
9193,6,1,55606,tracerouteasncounts
9194,27,5,56245,tracerouteasncounts
9195,12386,1,56271,tracerouteasncounts
9196,635,2,57036,tracerouteasncounts
9197,503,19,57172,tracerouteasncounts
9198,26,1,57693,tracerouteasncounts
9199,146,1,57711,tracerouteasncounts
9200,136,1,57941,tracerouteasncounts
9201,274,57,58088,tracerouteasncounts
9202,9,5,59133,tracerouteasncounts
9203,210,2,60747,tracerouteasncounts
9204,113,21,61707,tracerouteasncounts
9205,2,1,62092,tracerouteasncounts
9206,5822,83,62643,tracerouteasncounts
9207,1809,7,62728,tracerouteasncounts
9208,14482,44,62969,tracerouteasncounts
9209,65,13,131463,tracerouteasncounts
9210,3152,2,132141,tracerouteasncounts
9211,1531,80,132957,tracerouteasncounts
9212,30,2,134173,tracerouteasncounts
9213,5252,43,135269,tracerouteasncounts
9214,506,8,135589,tracerouteasncounts
9215,642,34,137131,tracerouteasncounts
9216,1306,47,138172,tracerouteasncounts
9217,28,1,138427,tracerouteasncounts
9218,644,8,139523,tracerouteasncounts
9219,6774,31,140145,tracerouteasncounts
9220,86,2,196980,tracerouteasncounts
9221,2022,12,197235,tracerouteasncounts
9222,31916,737,197637,tracerouteasncounts
9223,62,1,197750,tracerouteasncounts
9224,75,1,198844,tracerouteasncounts
9225,154,37,199738,tracerouteasncounts
9226,822,144,201847,tracerouteasncounts
9227,1299,9,201935,tracerouteasncounts
9228,1757,7,202177,tracerouteasncounts
9229,12,1,204320,tracerouteasncounts
9230,2,1,204554,tracerouteasncounts
9231,155,1,204587,tracerouteasncounts
9232,36,1,205962,tracerouteasncounts
9233,196,1,206024,tracerouteasncounts
9234,14142,391,206092,tracerouteasncounts
9235,115,1,206103,tracerouteasncounts
9236,10059,57,206347,tracerouteasncounts
9237,617,5,209061,tracerouteasncounts
9238,779,12,209564,tracerouteasncounts
9239,5,2,209943,tracerouteasncounts
9240,235,3,210185,tracerouteasncounts
9241,804,2,262148,tracerouteasncounts
9242,55,3,262257,tracerouteasncounts
9243,184,61,262351,tracerouteasncounts
9244,1428,175,262665,tracerouteasncounts
9245,30,1,262965,tracerouteasncounts
9246,13,5,263463,tracerouteasncounts
9247,94,39,264439,tracerouteasncounts
9248,49,2,264670,tracerouteasncounts
9249,106,12,265894,tracerouteasncounts
9250,105,32,266333,tracerouteasncounts
9251,493,36,266949,tracerouteasncounts
9252,2382,115,267474,tracerouteasncounts
9253,109,16,267536,tracerouteasncounts
9254,6,4,267577,tracerouteasncounts
9255,137,24,267701,tracerouteasncounts
9256,2937,83,268509,tracerouteasncounts
9257,17,10,269287,tracerouteasncounts
