,AS,# of source IP,# of Traceroutes,Type,Feature
34088,9929,344.0,1184667,Squatted lenPref,lenPref
34089,55714,6.0,9893,Squatted lenPref,lenPref
34090,30722,6.0,2388705,Squatted lenPref,lenPref
34091,140312,953.0,6052,Not Squatted lenPref,lenPref
34092,4249,2.0,9124,Squatted lenPref,lenPref
34093,46687,1.0,69884,Squatted lenPref,lenPref
34094,58895,15.0,10732,Squatted lenPref,lenPref
34095,45117,66.0,50166,Squatted lenPref,lenPref
34096,6648,2.0,12370,Squatted lenPref,lenPref
34097,28840,718.0,47465,Not Squatted lenPref,lenPref
34098,24138,209.0,7207,Not Squatted lenPref,lenPref
34099,11888,13636.0,1239113,Not Squatted lenPref,lenPref
34100,12978,58644.0,184685,Not Squatted lenPref,lenPref
34101,36974,1.0,71212,Squatted lenPref,lenPref
34102,48695,300.0,9073,Not Squatted lenPref,lenPref
34103,6821,1.0,83861,Squatted lenPref,lenPref
34104,45671,46.0,32237,Squatted lenPref,lenPref
34105,9569,315.0,6223,Not Squatted lenPref,lenPref
34106,23860,11.0,314063,Squatted lenPref,lenPref
34107,7633,2.0,8542,Squatted lenPref,lenPref
34108,46618,242.0,48291,Not Squatted lenPref,lenPref
34109,15404,58.0,131092,Not Squatted lenPref,lenPref
34110,20278,177.0,13366,Not Squatted lenPref,lenPref
34111,18822,2.0,273544,Squatted lenPref,lenPref
34112,55836,7900.0,6102651,Squatted lenPref,lenPref
34113,133480,53.0,7509,Squatted lenPref,lenPref
34114,6703,200.0,13741,Not Squatted lenPref,lenPref
34115,38511,1056.0,36415,Squatted lenPref,lenPref
34116,24158,1741.0,63531,Not Squatted lenPref,lenPref
34117,9443,4.0,1530776,Squatted lenPref,lenPref
34118,27882,4.0,260571,Squatted lenPref,lenPref
34119,9070,308.0,21531,Not Squatted lenPref,lenPref
34120,61157,77.0,7366,Not Squatted lenPref,lenPref
34121,50340,12.0,5493,Not Squatted lenPref,lenPref
34122,140317,1.0,33008,Squatted lenPref,lenPref
34123,24173,2.0,154329,Squatted lenPref,lenPref
34124,9723,1.0,156349,Squatted lenPref,lenPref
34125,140316,1147.0,8122,Not Squatted lenPref,lenPref
34126,3602,1.0,254854,Squatted lenPref,lenPref
34127,12975,1.0,31386,Squatted lenPref,lenPref
34128,10103,13.0,654554,Squatted lenPref,lenPref
34129,43754,1.0,14091,Squatted lenPref,lenPref
34130,9824,5.0,1577026,Squatted lenPref,lenPref
34131,37680,2.0,236466,Squatted lenPref,lenPref
34132,33915,8.0,4753809,Squatted lenPref,lenPref
34133,14654,109.0,32025,Not Squatted lenPref,lenPref
34134,12400,3.0,654865,Squatted lenPref,lenPref
34135,62642,382.0,663977,Not Squatted lenPref,lenPref
34136,47794,173.0,175930,Not Squatted lenPref,lenPref
34137,24154,2.0,176232,Squatted lenPref,lenPref
34138,4713,46.0,10814328,Squatted lenPref,lenPref
34139,32475,39.0,68014,Not Squatted lenPref,lenPref
34140,28571,506.0,5877,Not Squatted lenPref,lenPref
34141,27947,30.0,1414062,Squatted lenPref,lenPref
34142,35753,1020.0,317960,Not Squatted lenPref,lenPref
34143,27651,1.0,373229,Squatted lenPref,lenPref
34144,17552,38.0,1918244,Squatted lenPref,lenPref
34145,7016,25.0,11485,Not Squatted lenPref,lenPref
34146,42473,164.0,14579,Not Squatted lenPref,lenPref
34147,11432,716.0,41306,Not Squatted lenPref,lenPref
34148,131111,44.0,137950,Squatted lenPref,lenPref
34149,12301,2.0,314602,Squatted lenPref,lenPref
34150,25227,86.0,41722,Not Squatted lenPref,lenPref
34151,11427,37.0,15309090,Squatted lenPref,lenPref
34152,62240,405.0,37005,Not Squatted lenPref,lenPref
34153,13576,3.0,271471,Squatted lenPref,lenPref
34154,16135,1.0,362829,Squatted lenPref,lenPref
34155,18002,232.0,54154,Squatted lenPref,lenPref
34156,264668,51.0,110111,Squatted lenPref,lenPref
34157,25229,2191.0,104519,Not Squatted lenPref,lenPref
34158,30689,12.0,216068,Squatted lenPref,lenPref
34159,44558,2528.0,12660,Not Squatted lenPref,lenPref
34160,11096,16.0,34668,Not Squatted lenPref,lenPref
34161,20860,295.0,67530,Not Squatted lenPref,lenPref
34162,56044,18.0,295458,Squatted lenPref,lenPref
34163,198471,16537.0,142602,Not Squatted lenPref,lenPref
34164,9471,286.0,46712,Not Squatted lenPref,lenPref
34165,24203,20.0,131038,Squatted lenPref,lenPref
34166,15290,1.0,339861,Squatted lenPref,lenPref
34167,20001,42.0,15529647,Squatted lenPref,lenPref
34168,13591,234.0,88741,Not Squatted lenPref,lenPref
34169,4765,28.0,40821,Not Squatted lenPref,lenPref
34170,702,5.0,1761028,Squatted lenPref,lenPref
34171,28331,2.0,7846,Squatted lenPref,lenPref
34172,33657,64.0,18826,Not Squatted lenPref,lenPref
34173,17858,1.0,615569,Squatted lenPref,lenPref
34174,1916,989.0,30916,Not Squatted lenPref,lenPref
34175,15419,868.0,41130,Not Squatted lenPref,lenPref
34176,16960,2.0,294228,Squatted lenPref,lenPref
34177,42772,1.0,64413,Squatted lenPref,lenPref
34178,28885,2.0,394816,Squatted lenPref,lenPref
34179,39824,174.0,17339,Not Squatted lenPref,lenPref
34180,47589,3742.0,69343,Not Squatted lenPref,lenPref
34181,131591,1.0,9233,Squatted lenPref,lenPref
34182,33668,17.0,52549,Not Squatted lenPref,lenPref
34183,34224,61.0,22029,Not Squatted lenPref,lenPref
34184,33651,1.0,74418,Squatted lenPref,lenPref
34185,20214,177.0,264477,Not Squatted lenPref,lenPref
34186,29049,1.0,170415,Squatted lenPref,lenPref
34187,43561,2.0,154783,Squatted lenPref,lenPref
34188,197207,2.0,16004,Squatted lenPref,lenPref
34189,5786,87.0,6995,Not Squatted lenPref,lenPref
34190,9269,9.0,987494,Squatted lenPref,lenPref
34191,6535,2.0,151198,Squatted lenPref,lenPref
34192,137697,12.0,1748660,Squatted lenPref,lenPref
34193,12714,1583.0,111446,Not Squatted lenPref,lenPref
34194,20161,385.0,199219,Not Squatted lenPref,lenPref
34195,32098,2.0,1087671,Squatted lenPref,lenPref
34196,14754,24.0,1171701,Squatted lenPref,lenPref
34197,17754,6.0,152975,Squatted lenPref,lenPref
34198,15830,2.0,649209,Squatted lenPref,lenPref
34199,10318,7.0,1062601,Squatted lenPref,lenPref
34200,33489,9.0,9716,Not Squatted lenPref,lenPref
34201,136168,1.0,5502,Squatted lenPref,lenPref
34202,12418,61.0,13102,Not Squatted lenPref,lenPref
34203,786,2.0,1111468,Squatted lenPref,lenPref
34204,36236,1.0,18726,Squatted lenPref,lenPref
34205,6075,14.0,5695497,Not Squatted lenPref,lenPref
34206,15706,425.0,42084,Not Squatted lenPref,lenPref
34207,1759,128.0,2243152,Squatted lenPref,lenPref
34208,132280,7.0,159024,Squatted lenPref,lenPref
34209,9051,580.0,104039,Not Squatted lenPref,lenPref
34210,17849,861.0,8573,Not Squatted lenPref,lenPref
34211,30992,294.0,14781,Not Squatted lenPref,lenPref
34212,203,4.0,1725295,Squatted lenPref,lenPref
34213,11215,839.0,451865,Not Squatted lenPref,lenPref
34214,45510,450.0,74318,Not Squatted lenPref,lenPref
34215,31163,144.0,16206,Not Squatted lenPref,lenPref
34216,27699,25.0,2552072,Squatted lenPref,lenPref
34217,2119,12.0,9825357,Squatted lenPref,lenPref
34218,4802,600.0,101249,Not Squatted lenPref,lenPref
34219,24554,1051.0,76598,Not Squatted lenPref,lenPref
34220,2497,22.0,6605156,Squatted lenPref,lenPref
34221,1257,4.0,3209552,Squatted lenPref,lenPref
34222,23487,2.0,67493,Squatted lenPref,lenPref
34223,27747,7.0,546509,Squatted lenPref,lenPref
34224,14259,23.0,431661,Squatted lenPref,lenPref
34225,51407,3.0,20066,Squatted lenPref,lenPref
34226,6412,1.0,89315,Squatted lenPref,lenPref
34227,15704,2.0,1124469,Squatted lenPref,lenPref
34228,42961,5.0,321155,Squatted lenPref,lenPref
34229,4565,7.0,10181,Squatted lenPref,lenPref
34230,14492,17.0,18848,Not Squatted lenPref,lenPref
34231,24631,257.0,5376,Not Squatted lenPref,lenPref
34232,62,134.0,1062703,Not Squatted lenPref,lenPref
34233,6461,11.0,1930274,Squatted lenPref,lenPref
34234,20928,1.0,20017,Squatted lenPref,lenPref
34235,33661,18.0,7121,Not Squatted lenPref,lenPref
34236,16814,2.0,175556,Squatted lenPref,lenPref
34237,12302,1959.0,383474,Not Squatted lenPref,lenPref
34238,15802,5.0,2049718,Squatted lenPref,lenPref
34239,4648,12.0,423468,Squatted lenPref,lenPref
34240,3246,1.0,610739,Squatted lenPref,lenPref
34241,1659,4667.0,50245,Not Squatted lenPref,lenPref
34242,39184,237.0,6311,Not Squatted lenPref,lenPref
34243,2116,2393.0,2252943,Not Squatted lenPref,lenPref
34244,54614,2.0,291816,Squatted lenPref,lenPref
34245,14522,2.0,169964,Squatted lenPref,lenPref
34246,20299,3.0,145561,Squatted lenPref,lenPref
34247,16229,1.0,53676,Squatted lenPref,lenPref
34248,7602,1.0,12850,Squatted lenPref,lenPref
34249,25820,9.0,5209,Squatted lenPref,lenPref
34250,27435,13.0,7749,Not Squatted lenPref,lenPref
34251,11696,47.0,118405,Not Squatted lenPref,lenPref
34252,262287,1.0,5671,Squatted lenPref,lenPref
34253,6429,6.0,194358,Squatted lenPref,lenPref
34254,9822,10.0,268314,Squatted lenPref,lenPref
34255,31133,1.0,42696,Squatted lenPref,lenPref
34256,36873,3.0,141747,Squatted lenPref,lenPref
34257,4725,4.0,1204842,Squatted lenPref,lenPref
34258,5588,1.0,951637,Squatted lenPref,lenPref
34259,18049,874.0,6376,Not Squatted lenPref,lenPref
34260,58678,130.0,146245,Squatted lenPref,lenPref
34261,24186,16.0,364449,Squatted lenPref,lenPref
34262,12663,262.0,207984,Not Squatted lenPref,lenPref
34263,17665,4.0,250253,Squatted lenPref,lenPref
34264,33652,19.0,24442,Not Squatted lenPref,lenPref
34265,37054,1.0,60236,Squatted lenPref,lenPref
34266,2152,1.0,184147,Squatted lenPref,lenPref
34267,136190,242.0,8431,Not Squatted lenPref,lenPref
34268,23930,52.0,7392,Not Squatted lenPref,lenPref
34269,26611,2271.0,56880,Not Squatted lenPref,lenPref
34270,2519,7.0,924846,Squatted lenPref,lenPref
34271,43350,1.0,10009,Squatted lenPref,lenPref
34272,13904,198.0,14800,Not Squatted lenPref,lenPref
34273,38195,3.0,257881,Squatted lenPref,lenPref
34274,11014,3.0,115018,Squatted lenPref,lenPref
34275,17421,4.0,173082,Squatted lenPref,lenPref
34276,33667,11.0,37031,Not Squatted lenPref,lenPref
34277,30466,208.0,55496,Not Squatted lenPref,lenPref
34278,10010,3.0,783646,Squatted lenPref,lenPref
34279,26210,1.0,95033,Squatted lenPref,lenPref
34280,3573,9.0,368923,Squatted lenPref,lenPref
34281,12709,2096.0,201107,Not Squatted lenPref,lenPref
34282,11845,4.0,580011,Squatted lenPref,lenPref
34283,49063,1.0,46155,Squatted lenPref,lenPref
34284,8895,47.0,11740,Not Squatted lenPref,lenPref
34285,23944,9.0,678678,Squatted lenPref,lenPref
34286,23956,12.0,20294,Squatted lenPref,lenPref
34287,35104,3.0,204147,Squatted lenPref,lenPref
34288,139007,3.0,7234,Squatted lenPref,lenPref
34289,34977,2099.0,19963,Not Squatted lenPref,lenPref
34290,2514,5.0,1602033,Squatted lenPref,lenPref
34291,33659,16.0,14242,Not Squatted lenPref,lenPref
34292,37492,1934.0,78403,Not Squatted lenPref,lenPref
34293,18004,27.0,58833,Squatted lenPref,lenPref
34294,28201,1.0,91873,Squatted lenPref,lenPref
34295,17306,1.0,259783,Squatted lenPref,lenPref
34296,9652,62.0,24884,Not Squatted lenPref,lenPref
34297,38661,198.0,8902,Not Squatted lenPref,lenPref
34298,37340,1851.0,81597,Not Squatted lenPref,lenPref
34299,11351,13.0,6980870,Squatted lenPref,lenPref
34300,131445,1.0,246141,Squatted lenPref,lenPref
34301,28015,1631.0,7199,Not Squatted lenPref,lenPref
34302,19229,6.0,7703,Not Squatted lenPref,lenPref
34303,28258,1110.0,11960,Not Squatted lenPref,lenPref
34304,28580,2043.0,27377,Not Squatted lenPref,lenPref
34305,25106,326.0,28386,Not Squatted lenPref,lenPref
34306,16863,1.0,130724,Squatted lenPref,lenPref
34307,11426,515.0,10746902,Squatted lenPref,lenPref
34308,10139,9.0,529423,Squatted lenPref,lenPref
34309,2687,15.0,704844,Squatted lenPref,lenPref
34310,27884,8.0,96300,Squatted lenPref,lenPref
34311,8717,1.0,131734,Squatted lenPref,lenPref
34312,15128,437.0,48359,Not Squatted lenPref,lenPref
34313,50129,807.0,7033,Not Squatted lenPref,lenPref
34314,23966,2.0,51361,Squatted lenPref,lenPref
34315,16591,45.0,4952817,Squatted lenPref,lenPref
34316,12208,257.0,62696,Not Squatted lenPref,lenPref
34317,12357,9999.0,139975,Not Squatted lenPref,lenPref
34318,28469,1287.0,56217,Not Squatted lenPref,lenPref
34319,38835,203.0,36007,Not Squatted lenPref,lenPref
34320,17547,6.0,358368,Squatted lenPref,lenPref
34321,4721,2.0,214657,Squatted lenPref,lenPref
34322,9038,1922.0,73876,Not Squatted lenPref,lenPref
34323,3801,344.0,17703,Not Squatted lenPref,lenPref
34324,17882,13.0,190669,Squatted lenPref,lenPref
34325,27951,12.0,162961,Squatted lenPref,lenPref
34326,55352,34.0,112840,Squatted lenPref,lenPref
34327,3326,1.0,69137,Squatted lenPref,lenPref
34328,17625,24.0,58344,Squatted lenPref,lenPref
34329,6939,19.0,251537,Squatted lenPref,lenPref
34330,21575,1455.0,140524,Not Squatted lenPref,lenPref
34331,136907,34.0,7567,Squatted lenPref,lenPref
34332,21599,5.0,82839,Squatted lenPref,lenPref
34333,2686,7.0,923048,Squatted lenPref,lenPref
34334,395954,1.0,5852,Squatted lenPref,lenPref
34335,60068,4.0,100000,Squatted lenPref,lenPref
34336,7687,5.0,64119,Squatted lenPref,lenPref
34337,23383,1.0,63509,Squatted lenPref,lenPref
34338,6614,276.0,77470,Not Squatted lenPref,lenPref
34339,42708,241.0,13763,Not Squatted lenPref,lenPref
34340,19889,875.0,11078,Not Squatted lenPref,lenPref
34341,29084,259.0,6081,Not Squatted lenPref,lenPref
34342,24400,36.0,675328,Squatted lenPref,lenPref
34343,24309,60.0,2932110,Squatted lenPref,lenPref
34344,24445,28.0,87058,Squatted lenPref,lenPref
34345,55002,16.0,29888,Not Squatted lenPref,lenPref
34346,8926,2132.0,25025,Not Squatted lenPref,lenPref
34347,19905,2.0,35768,Squatted lenPref,lenPref
34348,51375,2.0,115594,Squatted lenPref,lenPref
34349,5416,4.0,397091,Squatted lenPref,lenPref
34350,17477,22.0,750205,Squatted lenPref,lenPref
34351,8708,19.0,2745533,Squatted lenPref,lenPref
34352,23520,270.0,69530,Not Squatted lenPref,lenPref
34353,29357,1967.0,64684,Not Squatted lenPref,lenPref
34354,3292,2.0,4564199,Squatted lenPref,lenPref
34355,33650,1.0,30863,Not Squatted lenPref,lenPref
34356,4694,1.0,16701,Squatted lenPref,lenPref
34357,20412,1154.0,141326,Not Squatted lenPref,lenPref
34358,21508,10.0,22565,Not Squatted lenPref,lenPref
34359,28548,8.0,2602506,Squatted lenPref,lenPref
34360,9729,17.0,22390,Not Squatted lenPref,lenPref
34361,8544,819.0,40753,Not Squatted lenPref,lenPref
34362,10094,1678.0,97071,Not Squatted lenPref,lenPref
34363,12257,1.0,269231,Squatted lenPref,lenPref
34364,7642,4.0,127586,Squatted lenPref,lenPref
34365,11232,4.0,1731163,Squatted lenPref,lenPref
34366,28075,2447.0,31550,Not Squatted lenPref,lenPref
34367,29975,4670.0,544209,Not Squatted lenPref,lenPref
34368,1267,8.0,1558731,Squatted lenPref,lenPref
34369,12271,25.0,4762723,Squatted lenPref,lenPref
34370,38901,13.0,81434,Squatted lenPref,lenPref
34371,35074,268.0,17204,Not Squatted lenPref,lenPref
34372,5606,144.0,71377,Not Squatted lenPref,lenPref
34373,9293,38.0,150368,Not Squatted lenPref,lenPref
34374,24689,26.0,5797,Not Squatted lenPref,lenPref
34375,44444,7.0,343170,Squatted lenPref,lenPref
34376,262234,8.0,12281,Squatted lenPref,lenPref
34377,6866,7.0,290846,Squatted lenPref,lenPref
34378,56300,4.0,443864,Squatted lenPref,lenPref
34379,262589,467.0,26433,Not Squatted lenPref,lenPref
34380,10030,3120.0,311317,Not Squatted lenPref,lenPref
34381,23243,5.0,110863,Squatted lenPref,lenPref
34382,42831,137.0,8332,Not Squatted lenPref,lenPref
34383,26077,303.0,184090,Not Squatted lenPref,lenPref
34384,19397,535.0,50417,Not Squatted lenPref,lenPref
34385,132525,3.0,24845,Squatted lenPref,lenPref
34386,278,315.0,6866,Not Squatted lenPref,lenPref
34387,134420,14.0,20501,Not Squatted lenPref,lenPref
34388,5639,575.0,54885,Not Squatted lenPref,lenPref
34389,23314,487.0,175957,Not Squatted lenPref,lenPref
34390,81,1.0,430383,Squatted lenPref,lenPref
34391,28343,5177.0,99954,Not Squatted lenPref,lenPref
34392,39010,4.0,45707,Squatted lenPref,lenPref
34393,58466,4.0,21571,Squatted lenPref,lenPref
34394,14080,7.0,902326,Squatted lenPref,lenPref
34395,63859,31.0,320916,Squatted lenPref,lenPref
34396,4768,11.0,489748,Squatted lenPref,lenPref
34397,40933,216.0,11654,Not Squatted lenPref,lenPref
34398,48146,1.0,16119,Squatted lenPref,lenPref
34399,37053,693.0,69582,Not Squatted lenPref,lenPref
34400,4826,15.0,1513817,Squatted lenPref,lenPref
34401,9050,18189.0,534835,Not Squatted lenPref,lenPref
34402,29286,1735.0,38812,Not Squatted lenPref,lenPref
34403,25184,123.0,6409,Not Squatted lenPref,lenPref
34404,29582,156.0,6596,Not Squatted lenPref,lenPref
34405,7562,512.0,6639,Not Squatted lenPref,lenPref
34406,9021,1.0,29829,Squatted lenPref,lenPref
34407,131429,495.0,60838,Not Squatted lenPref,lenPref
34408,17885,14.0,65870,Squatted lenPref,lenPref
34409,262983,743.0,8528,Not Squatted lenPref,lenPref
34410,37228,1.0,23691,Squatted lenPref,lenPref
34411,136525,3.0,11583,Squatted lenPref,lenPref
34412,17563,1.0,10215,Squatted lenPref,lenPref
34413,45763,1.0,105879,Squatted lenPref,lenPref
34414,12684,222.0,14968,Not Squatted lenPref,lenPref
34415,131178,6.0,27624,Squatted lenPref,lenPref
34416,2711,2.0,480438,Squatted lenPref,lenPref
34417,23148,4.0,316298,Squatted lenPref,lenPref
34418,57976,16.0,540808,Not Squatted lenPref,lenPref
34419,17747,14.0,131157,Squatted lenPref,lenPref
34420,3,4.0,9348,Squatted lenPref,lenPref
34421,36492,22.0,19991,Not Squatted lenPref,lenPref
34422,5396,2.0,71169,Squatted lenPref,lenPref
34423,18558,156.0,7130,Not Squatted lenPref,lenPref
34424,23655,23.0,511085,Squatted lenPref,lenPref
34425,38457,1.0,39883,Squatted lenPref,lenPref
34426,4983,5.0,131574,Squatted lenPref,lenPref
34427,9229,41.0,7378,Not Squatted lenPref,lenPref
34428,133275,10.0,36838,Squatted lenPref,lenPref
34429,206067,2946.0,234791,Not Squatted lenPref,lenPref
34430,33070,1.0,70152,Squatted lenPref,lenPref
34431,2860,2.0,1491659,Squatted lenPref,lenPref
34432,22011,17.0,7113,Not Squatted lenPref,lenPref
34433,55824,6.0,28354,Squatted lenPref,lenPref
34434,30999,1.0,39985,Squatted lenPref,lenPref
34435,133982,11.0,521765,Squatted lenPref,lenPref
34436,33662,2.0,216703,Squatted lenPref,lenPref
34437,262907,801.0,10574,Not Squatted lenPref,lenPref
34438,12874,15.0,3948393,Squatted lenPref,lenPref
34439,12722,16.0,10808,Not Squatted lenPref,lenPref
34440,2828,4.0,812959,Squatted lenPref,lenPref
34441,1246,378.0,28084,Not Squatted lenPref,lenPref
34442,11042,72.0,8263,Not Squatted lenPref,lenPref
34443,62943,1.0,107818,Squatted lenPref,lenPref
34444,8426,1.0,611634,Squatted lenPref,lenPref
34445,13367,7.0,13401,Not Squatted lenPref,lenPref
34446,8346,8.0,110513,Squatted lenPref,lenPref
34447,6256,1.0,713746,Squatted lenPref,lenPref
34448,8781,7.0,1200021,Squatted lenPref,lenPref
34449,45804,767.0,47060,Squatted lenPref,lenPref
34450,132116,417.0,97763,Squatted lenPref,lenPref
34451,17816,398.0,285822,Squatted lenPref,lenPref
34452,24547,8.0,98145,Squatted lenPref,lenPref
34453,17964,2.0,8380,Squatted lenPref,lenPref
34454,7843,1.0,9726,Squatted lenPref,lenPref
34455,9260,21.0,47890,Squatted lenPref,lenPref
34456,17839,1474.0,10708,Not Squatted lenPref,lenPref
34457,17222,1.0,384033,Squatted lenPref,lenPref
34458,23673,9.0,53773,Squatted lenPref,lenPref
34459,33616,398.0,39548,Not Squatted lenPref,lenPref
34460,41164,3124.0,1823786,Not Squatted lenPref,lenPref
34461,45960,564.0,42432,Not Squatted lenPref,lenPref
34462,27839,2.0,36023,Squatted lenPref,lenPref
34463,21928,27.0,3582947,Squatted lenPref,lenPref
34464,9329,5.0,450822,Squatted lenPref,lenPref
34465,24342,108.0,8340,Squatted lenPref,lenPref
34466,12695,117.0,9055,Not Squatted lenPref,lenPref
34467,9125,1.0,28257,Squatted lenPref,lenPref
34468,132215,12.0,11727,Squatted lenPref,lenPref
34469,20207,6.0,19964,Squatted lenPref,lenPref
34470,50316,1559.0,11535,Not Squatted lenPref,lenPref
34471,134540,2.0,29470,Squatted lenPref,lenPref
34472,29648,27.0,5194,Not Squatted lenPref,lenPref
34473,16276,8.0,125016,Squatted lenPref,lenPref
34474,31027,1.0,680319,Squatted lenPref,lenPref
34475,52232,1.0,7291,Squatted lenPref,lenPref
34476,44252,1.0,6720,Squatted lenPref,lenPref
34477,12455,4.0,26325,Squatted lenPref,lenPref
34478,42298,3.0,758079,Squatted lenPref,lenPref
34479,2134,2.0,263413,Squatted lenPref,lenPref
34480,41798,87.0,46032,Not Squatted lenPref,lenPref
34481,6453,5.0,326863,Squatted lenPref,lenPref
34482,35911,512.0,198155,Not Squatted lenPref,lenPref
34483,4758,1.0,9661,Squatted lenPref,lenPref
34484,262191,2.0,224964,Squatted lenPref,lenPref
34485,3790,1.0,786992,Squatted lenPref,lenPref
34486,27668,1.0,19225,Squatted lenPref,lenPref
34487,18106,48.0,261872,Squatted lenPref,lenPref
34488,2920,44.0,10892,Not Squatted lenPref,lenPref
34489,38794,43.0,261718,Squatted lenPref,lenPref
34490,328471,1.0,120675,Squatted lenPref,lenPref
34491,26375,1.0,85772,Squatted lenPref,lenPref
34492,42781,299.0,22694,Not Squatted lenPref,lenPref
34493,16322,1.0,14621,Squatted lenPref,lenPref
34494,29314,2.0,316280,Squatted lenPref,lenPref
34495,23700,42.0,940343,Squatted lenPref,lenPref
34496,9902,9.0,13239,Squatted lenPref,lenPref
34497,27813,2702.0,22688,Not Squatted lenPref,lenPref
34498,48096,8.0,26708,Not Squatted lenPref,lenPref
34499,7438,672.0,23037,Not Squatted lenPref,lenPref
34500,9255,20.0,11492,Not Squatted lenPref,lenPref
34501,53066,1.0,17046,Squatted lenPref,lenPref
