slash8	unannouced	private	announced
255	0	1	0
254	0	1	0
253	0	1	0
252	0	1	0
251	0	1	0
250	0	1	0
249	0	1	0
248	0	1	0
247	0	1	0
246	0	1	0
245	0	1	0
244	0	1	0
243	0	1	0
242	0	1	0
241	0	1	0
240	0	1	0
239	0	1	0
238	0	1	0
237	0	1	0
236	0	1	0
235	0	1	0
234	0	1	0
233	0	1	0
232	0	1	0
231	0	1	0
230	0	1	0
229	0	1	0
228	0	1	0
227	0	1	0
226	0	1	0
225	0	1	0
224	0	1	0
223	0.101531982421875	0	0.898468017578125
222	0.0077362060546875	0	0.992263793945313
221	0.0166015625	0	0.9833984375
220	0.080413818359375	0	0.919586181640625
219	0.01910400390625	0	0.98089599609375
218	0.0308837890625	0	0.9691162109375
217	0.02197265625	0	0.97802734375
216	0.0625152587890625	0	0.937484741210938
215	0.5	0	0.5
214	0	0	1
213	0.03070068359375	0	0.96929931640625
212	0.0495147705078125	0	0.950485229492188
211	0.0529022216796875	0	0.947097778320313
210	0.0724029541015625	0	0.927597045898438
209	0.104721069335938	0	0.895278930664063
208	0.037933349609375	0	0.962066650390625
207	0.12335205078125	0	0.87664794921875
206	0.1929931640625	0	0.8070068359375
205	0.3609619140625	0	0.6390380859375
204	0.248260498046875	0	0.751739501953125
203	0.157455444335938	1.52587890625e-05	0.842544555664063
202	0.20330810546875	0	0.79669189453125
201	0.0890350341796875	0	0.910964965820313
200	0.0897369384765625	0	0.910263061523438
199	0.364028930664063	0	0.635971069335938
198	0.307449340820313	1.52587890625e-05	0.692550659179688
197	0.0267486572265625	0	0.973251342773438
196	0.15142822265625	0	0.84857177734375
195	0.0804901123046875	0	0.919509887695313
194	0.13385009765625	0	0.86614990234375
193	0.16497802734375	0	0.83502197265625
192	0.4266357421875	0.0117645263671875	0.5733642578125
191	0.0419464111328125	0	0.958053588867188
190	0.050323486328125	0	0.949676513671875
189	0.0719451904296875	0	0.928054809570313
188	0.0370025634765625	0	0.962997436523438
187	0.132003784179688	0	0.867996215820313
186	0.0977935791015625	0	0.902206420898438
185	0.169143676757813	0	0.830856323242188
184	0.232574462890625	0	0.767425537109375
183	0.0070648193359375	0	0.992935180664063
182	0.0389404296875	0	0.9610595703125
181	0.118301391601563	0	0.881698608398438
180	0.091949462890625	0	0.908050537109375
179	0.05816650390625	0	0.94183349609375
178	0.0406951904296875	0	0.959304809570313
177	0.0387115478515625	0	0.961288452148438
176	0.047637939453125	0	0.952362060546875
175	0.040283203125	0	0.959716796875
174	0.0403594970703125	0	0.959640502929688
173	0.078369140625	0	0.921630859375
172	0.344146728515625	0.0625	0.655853271484375
171	0.40576171875	0	0.59423828125
170	0.5198974609375	0	0.4801025390625
169	0.687606811523438	0.00390625	0.312393188476563
168	0.343276977539063	0	0.656723022460938
167	0.56378173828125	0	0.43621826171875
166	0.331207275390625	0	0.668792724609375
165	0.419281005859375	0	0.580718994140625
164	0.542282104492188	0	0.457717895507813
163	0.48760986328125	0	0.51239013671875
162	0.317031860351563	0	0.682968139648438
161	0.44927978515625	0	0.55072021484375
160	0.328521728515625	0	0.671478271484375
159	0.498245239257813	0	0.501754760742188
158	0.395721435546875	0	0.604278564453125
157	0.36907958984375	0	0.63092041015625
156	0.349929809570313	0	0.650070190429688
155	0.39630126953125	0	0.60369873046875
154	0.0634002685546875	0	0.936599731445313
153	0.261276245117188	0	0.738723754882813
152	0.231185913085938	0	0.768814086914063
151	0.263397216796875	0	0.736602783203125
150	0.40106201171875	0	0.59893798828125
149	0.326248168945313	0	0.673751831054688
148	0.483169555664063	0	0.516830444335938
147	0.340988159179688	0	0.659011840820313
146	0.436676025390625	0	0.563323974609375
145	0.369766235351563	0	0.630233764648438
144	0.4361572265625	0	0.5638427734375
143	0.355865478515625	0	0.644134521484375
142	0.390228271484375	0	0.609771728515625
141	0.22821044921875	0	0.77178955078125
140	0.385330200195313	0	0.614669799804688
139	0.331924438476563	0	0.668075561523438
138	0.342330932617188	0	0.657669067382813
137	0.267440795898438	0	0.732559204101563
136	0.472747802734375	0	0.527252197265625
